i	j	x	r	mach	theta	press	temp
80	52	2.47818	0.67738	2.55708	8.99337	14.7912	2438.63
81	52	2.55623	0.657732	2.59028	8.47561	13.9676	2409.11
82	52	2.63904	0.636545	2.62538	7.921	13.1462	2378.27
83	52	2.7255	0.614033	2.66143	7.3485	12.3525	2346.99
84	52	2.81714	0.589712	2.69931	6.73917	11.5699	2314.56
85	52	2.91335	0.563644	2.73834	6.10553	10.8151	2281.6
86	52	3.01539	0.535375	2.77914	5.43299	10.0789	2247.65
87	52	3.12304	0.504825	2.8212	4.72914	9.37256	2213.2
88	52	3.23738	0.47152	2.86488	3.98168	8.69171	2178
89	52	3.35851	0.435232	2.90969	3.19383	8.04499	2142.49
90	52	3.48743	0.39541	2.95569	2.35336	7.43193	2106.69
91	52	3.6245	0.35164	3.00208	1.45822	6.86152	2071.23
92	52	3.77066	0.303218	3.04808	0.492729	6.33997	2036.71
93	52	3.92689	0.250094	3.08682	0	5.93222	2008.12
94	52	4.09328	0.193303	3.10497	0	5.75052	1994.89
95	52	4.12219	0.183507	3.10838	0	5.71699	1992.41

0	53	0.616138	1.15602	1.82012	17.6881	50.9788	3172.45
1	53	0.628796	1.15249	1.82379	17.6755	50.6807	3168.49
2	53	0.64261	1.14864	1.82782	17.6607	50.3545	3164.15
3	53	0.656627	1.14476	1.83195	17.6446	50.0228	3159.7
4	53	0.670846	1.14085	1.83618	17.6273	49.6854	3155.16
5	53	0.685266	1.13689	1.8405	17.6085	49.3425	3150.52
6	53	0.699888	1.1329	1.84491	17.5883	48.9941	3145.77
7	53	0.714711	1.12887	1.84943	17.5667	48.6401	3140.93
8	53	0.729735	1.12481	1.85404	17.5434	48.2806	3135.98
9	53	0.744961	1.12071	1.85876	17.5186	47.9155	3130.92
10	53	0.760388	1.11658	1.86358	17.4921	47.545	3125.76
11	53	0.776016	1.11241	1.86851	17.4638	47.1689	3120.49
12	53	0.791846	1.10821	1.87354	17.4337	46.7874	3115.1
13	53	0.807878	1.10398	1.87868	17.4018	46.4004	3109.61
14	53	0.824112	1.09971	1.88393	17.3679	46.0081	3104
15	53	0.840547	1.09542	1.8893	17.3321	45.6104	3098.28
16	53	0.857185	1.09108	1.89478	17.2942	45.2075	3092.44
17	53	0.874023	1.08672	1.90037	17.2542	44.7995	3086.48
18	53	0.891063	1.08233	1.90607	17.2121	44.3864	3080.41
19	53	0.908304	1.0779	1.9119	17.1678	43.9684	3074.22
20	53	0.925744	1.07344	1.91784	17.1213	43.5456	3067.91
21	53	0.943383	1.06895	1.92389	17.0725	43.1182	3061.48
22	53	0.960684	1.06457	1.92962	17.0317	42.7178	3055.42
23	53	0.977142	1.06042	1.93465	17.0061	42.3681	3050.08
24	53	0.993768	1.05625	1.93988	16.9761	42.0085	3044.56
25	53	1.01022	1.05214	1.94498	16.9483	41.6594	3039.16
26	53	1.02716	1.04793	1.95046	16.9126	41.2877	3033.38
27	53	1.04388	1.04379	1.95576	16.8807	40.9308	3027.79
28	53	1.06125	1.03951	1.96156	16.8384	40.544	3021.68
29	53	1.0782	1.03535	1.96701	16.8035	40.1829	3015.94
30	53	1.09577	1.03106	1.97293	16.7587	39.7941	3009.71
31	53	1.11341	1.02677	1.97889	16.7132	39.4063	3003.45
32	53	1.13097	1.02252	1.98478	16.6691	39.0262	2997.27
33	53	1.14916	1.01813	1.99115	16.6151	38.6196	2990.6
34	53	1.16698	1.01385	1.99723	16.5668	38.2343	2984.23
35	53	1.18509	1.00952	2.00353	16.5139	37.839	2977.65
36	53	1.20376	1.00507	2.01024	16.4522	37.4219	2970.64
37	53	1.22191	1.00076	2.01658	16.3983	37.0322	2964.03
38	53	1.24038	0.996394	2.02317	16.3387	36.6308	2957.17
39	53	1.25939	0.991914	2.03016	16.2705	36.2092	2949.91
40	53	1.27806	0.98753	2.03691	16.2069	35.8061	2942.89
41	53	1.29668	0.983172	2.04366	16.1431	35.4078	2935.9
42	53	1.31588	0.978692	2.05085	16.0696	34.9875	2928.46
43	53	1.33528	0.974179	2.0582	15.9921	34.5624	2920.86
44	53	1.35378	0.969887	2.06495	15.9268	34.1768	2913.9
45	53	1.37302	0.965439	2.07225	15.8492	33.7635	2906.37
46	53	1.39262	0.960919	2.07986	15.7649	33.3384	2898.55
47	53	1.41194	0.956471	2.08731	15.683	32.9266	2890.91
48	53	1.43078	0.952147	2.09446	15.6064	32.5358	2883.58
49	53	1.45022	0.947697	2.10208	15.5192	32.1236	2875.77
50	53	1.4699	0.943198	2.10994	15.4264	31.7042	2867.75
51	53	1.48929	0.938772	2.11766	15.3352	31.2969	2859.87
52	53	1.50679	0.934786	2.12453	15.2558	30.9386	2852.88
53	53	1.51138	0.933741	2.12694	15.2159	30.814	2850.44
54	53	1.51857	0.932103	2.13037	15.164	30.6372	2846.95
55	53	1.52817	0.929916	2.13467	15.1033	30.4169	2842.59
56	53	1.53923	0.927398	2.13915	15.0483	30.1891	2838.05
57	53	1.55306	0.924253	2.14472	14.9801	29.9079	2832.41
58	53	1.56964	0.920484	2.15136	14.8993	29.5759	2825.69
59	53	1.58884	0.916124	2.15896	14.8083	29.2	2818.02
60	53	1.61073	0.911161	2.16757	14.7061	28.7801	2809.35
61	53	1.63562	0.905525	2.17739	14.5884	28.3076	2799.49
62	53	1.66408	0.899086	2.18884	14.4463	27.766	2788.01
63	53	1.69689	0.891671	2.20261	14.2637	27.1275	2774.26
64	53	1.73876	0.882195	2.22156	13.9865	26.2718	2755.41
65	53	1.7938	0.869689	2.24764	13.5819	25.1354	2729.63
66	53	1.83776	0.859662	2.26638	13.3194	24.3479	2711.22
67	53	1.89134	0.847391	2.29083	12.9474	23.356	2687.36
68	53	1.93967	0.836271	2.31149	12.6507	22.548	2667.32
69	53	1.99552	0.823348	2.33652	12.2696	21.605	2643.2
70	53	2.04891	0.810917	2.35943	11.9317	20.775	2621.28
71	53	2.10834	0.796979	2.38571	11.5287	19.8611	2596.33
72	53	2.16715	0.78307	2.41096	11.148	19.0198	2572.54
73	53	2.23113	0.767802	2.43888	10.7155	18.1295	2546.46
74	53	2.29583	0.752197	2.46654	10.2899	17.2878	2520.85
75	53	2.36525	0.735261	2.49645	9.82071	16.4204	2493.41
76	53	2.43648	0.71766	2.5266	9.34854	15.5894	2466.03
77	53	2.51232	0.698654	2.55875	8.83719	14.7485	2437.14
78	53	2.59092	0.678657	2.59154	8.31462	13.9374	2408
79	53	2.6743	0.657085	2.62618	7.75502	13.1282	2377.57
80	53	2.76132	0.634161	2.66173	7.17732	12.3462	2346.73
81	53	2.85353	0.609388	2.69905	6.56261	11.575	2314.77
82	53	2.95032	0.582833	2.73748	5.92336	10.8312	2282.32
83	53	3.05292	0.554031	2.7776	5.24504	10.1057	2248.92
84	53	3.16112	0.522905	2.81891	4.53523	9.40974	2215.07
85	53	3.27599	0.488972	2.86173	3.78179	8.7391	2180.52
86	53	3.39762	0.452001	2.90557	2.98805	8.10249	2145.74
87	53	3.52702	0.411436	2.95042	2.14224	7.49969	2110.76
88	53	3.6645	0.366859	2.99547	1.24306	6.94005	2076.24
89	53	3.81103	0.317563	3.03983	0.276776	6.43046	2042.85
90	53	3.96711	0.26391	3.06953	0	6.11081	2020.83
91	53	4.12219	0.210643	3.08604	0	5.9402	2008.7

0	54	0.66694	1.17221	1.83693	17.6558	49.6254	3154.35
1	54	0.676897	1.16948	1.83983	17.6434	49.3953	3151.23
2	54	0.691205	1.16558	1.84403	17.6245	49.0636	3146.72
3	54	0.705716	1.16165	1.84833	17.6042	48.7264	3142.11
4	54	0.720431	1.15767	1.85272	17.5825	48.3838	3137.4
5	54	0.735349	1.15366	1.8572	17.5592	48.0358	3132.59
6	54	0.75047	1.14961	1.86179	17.5344	47.6823	3127.68
7	54	0.765794	1.14553	1.86648	17.508	47.3234	3122.66
8	54	0.781322	1.14141	1.87127	17.4798	46.9591	3117.53
9	54	0.797053	1.13726	1.87617	17.45	46.5894	3112.3
10	54	0.812988	1.13307	1.88117	17.4183	46.2143	3106.95
11	54	0.829127	1.12884	1.88628	17.3847	45.8339	3101.5
12	54	0.84547	1.12459	1.8915	17.3492	45.4482	3095.93
13	54	0.862017	1.1203	1.89683	17.3116	45.0573	3090.25
14	54	0.878769	1.11597	1.90227	17.2721	44.6612	3084.45
15	54	0.895724	1.11162	1.90783	17.2304	44.2601	3078.54
16	54	0.912882	1.10723	1.9135	17.1866	43.8541	3072.52
17	54	0.930243	1.1028	1.91928	17.1406	43.4432	3066.38
18	54	0.947807	1.09835	1.92518	17.0924	43.0276	3060.12
19	54	0.965571	1.09386	1.9312	17.0419	42.6075	3053.74
20	54	0.982987	1.08948	1.93689	16.9993	42.214	3047.72
21	54	0.999541	1.08534	1.94189	16.9719	41.8705	3042.43
22	54	1.01627	1.08117	1.94707	16.94	41.5172	3036.96
23	54	1.03282	1.07707	1.95214	16.9105	41.1743	3031.61
24	54	1.04986	1.07286	1.95758	16.8729	40.8092	3025.87
25	54	1.06668	1.06872	1.96284	16.8392	40.4585	3020.32
26	54	1.08417	1.06444	1.96859	16.7951	40.0785	3014.27
27	54	1.10122	1.06028	1.97401	16.7583	39.7238	3008.58
28	54	1.1189	1.05598	1.97989	16.7117	39.3419	3002.41
29	54	1.13666	1.05169	1.9858	16.6644	38.9609	2996.2
30	54	1.15433	1.04743	1.99165	16.6184	38.5875	2990.07
31	54	1.17264	1.04304	1.99796	16.5625	38.1881	2983.47
32	54	1.19058	1.03875	2.004	16.5124	37.8096	2977.15
33	54	1.20881	1.0344	2.01026	16.4577	37.4213	2970.63
34	54	1.22761	1.02994	2.01692	16.3942	37.0115	2963.68
35	54	1.24588	1.02562	2.0232	16.3384	36.6287	2957.14
36	54	1.26448	1.02124	2.02974	16.277	36.2343	2950.34
37	54	1.28362	1.01674	2.03668	16.207	35.82	2943.14
38	54	1.30242	1.01234	2.04338	16.1416	35.4241	2936.19
39	54	1.32116	1.00796	2.05007	16.076	35.0328	2929.27
40	54	1.34051	1.00346	2.0572	16.0007	34.6198	2921.89
41	54	1.36005	0.998927	2.0645	15.9215	34.202	2914.36
42	54	1.37868	0.994615	2.07119	15.8543	33.8233	2907.47
43	54	1.39805	0.990142	2.07844	15.775	33.4172	2900.01
44	54	1.4178	0.985594	2.08598	15.6889	32.9994	2892.26
45	54	1.43727	0.981119	2.09337	15.6053	32.5948	2884.69
46	54	1.45624	0.976768	2.10046	15.5269	32.2107	2877.43
47	54	1.47582	0.972287	2.10803	15.4381	31.8057	2869.7
48	54	1.49565	0.967755	2.11582	15.3436	31.3935	2861.75
49	54	1.5152	0.963295	2.12348	15.2508	30.9931	2853.95
50	54	1.53283	0.95928	2.13029	15.1699	30.6411	2847.03
51	54	1.53747	0.958221	2.13268	15.1298	30.5184	2844.6
52	54	1.54474	0.956566	2.13609	15.0775	30.3445	2841.15
53	54	1.55443	0.954358	2.14036	15.0162	30.1278	2836.82
54	54	1.56557	0.951819	2.1448	14.9603	29.9039	2832.33
55	54	1.57951	0.948647	2.15032	14.8909	29.6275	2826.74
56	54	1.59621	0.944846	2.15691	14.8089	29.3011	2820.09
57	54	1.61556	0.940448	2.16445	14.7162	28.9317	2812.49
58	54	1.6376	0.935442	2.17298	14.6121	28.5189	2803.91
59	54	1.66268	0.929754	2.18271	14.4923	28.0546	2794.15
60	54	1.69135	0.923254	2.19406	14.3479	27.5221	2782.79
61	54	1.72442	0.91576	2.20772	14.1628	26.8942	2769.17
62	54	1.76667	0.90617	2.22651	13.8831	26.0524	2750.51
63	54	1.82226	0.893497	2.25238	13.4756	24.9341	2724.97
64	54	1.86657	0.883348	2.27096	13.2101	24.1594	2706.75
65	54	1.92065	0.870909	2.29519	12.8351	23.1831	2683.11
66	54	1.96936	0.859642	2.31566	12.5351	22.3881	2663.28
67	54	2.02571	0.846534	2.34047	12.1508	21.4598	2639.41
68	54	2.07953	0.833927	2.36316	11.8096	20.6429	2617.72
69	54	2.13946	0.819779	2.38919	11.4033	19.743	2593.04
70	54	2.19874	0.805661	2.41419	11.019	18.9147	2569.51
71	54	2.26324	0.790152	2.44183	10.583	18.0379	2543.72
72	54	2.32844	0.774299	2.4692	10.1537	17.2088	2518.4
73	54	2.3984	0.757085	2.49879	9.68074	16.3543	2491.28
74	54	2.47017	0.739191	2.52861	9.20464	15.5355	2464.22
75	54	2.54658	0.719862	2.56039	8.6893	14.7068	2435.67
76	54	2.62574	0.699521	2.59278	8.16256	13.9074	2406.9
77	54	2.7097	0.677571	2.62699	7.59871	13.1097	2376.86
78	54	2.7973	0.654243	2.66208	7.0166	12.3387	2346.43
79	54	2.89012	0.629027	2.69889	6.39739	11.5783	2314.92
80	54	2.98749	0.601996	2.73675	5.75351	10.8449	2282.93
81	54	3.0907	0.572674	2.77624	5.07054	10.1295	2250.05
82	54	3.19949	0.540987	2.81684	4.35606	9.44338	2216.75
83	54	3.31495	0.506441	2.85887	3.59812	8.78238	2182.81
84	54	3.43714	0.468809	2.9018	2.80025	8.1553	2148.7
85	54	3.56709	0.427524	2.9456	1.95121	7.5622	2114.49
86	54	3.70508	0.38217	2.98941	1.05059	7.0127	2080.84
87	54	3.8521	0.332034	3.03228	0.0867406	6.51438	2048.49
88	54	4.00781	0.277977	3.05281	0	6.28875	2033.2
89	54	4.12219	0.238447	3.06465	0	6.16219	2024.43

0	55	0.718326	1.18854	1.85353	17.6079	48.3205	3136.53
1	55	0.726287	1.1864	1.85586	17.596	48.1399	3134.03
2	55	0.741093	1.18244	1.86022	17.5728	47.8029	3129.36
3	55	0.756104	1.17845	1.86468	17.5481	47.4605	3124.58
4	55	0.771321	1.17441	1.86924	17.5218	47.1128	3119.7
5	55	0.786743	1.17034	1.87391	17.4938	46.7598	3114.71
6	55	0.80237	1.16623	1.87867	17.4642	46.4015	3109.62
7	55	0.818202	1.16209	1.88353	17.4327	46.0379	3104.43
8	55	0.834241	1.15791	1.88851	17.3995	45.669	3099.12
9	55	0.850486	1.15369	1.89358	17.3643	45.2948	3093.71
10	55	0.866937	1.14945	1.89877	17.3273	44.9155	3088.18
11	55	0.883594	1.14516	1.90407	17.2882	44.5311	3082.54
12	55	0.900458	1.14084	1.90948	17.247	44.1416	3076.79
13	55	0.917528	1.13649	1.915	17.2038	43.7471	3070.92
14	55	0.934803	1.1321	1.92063	17.1584	43.3478	3064.94
15	55	0.952284	1.12768	1.92638	17.1108	42.9437	3058.85
16	55	0.969969	1.12323	1.93225	17.061	42.535	3052.63
17	55	0.987858	1.11874	1.93822	17.0089	42.1219	3046.31
18	55	1.00539	1.11437	1.94387	16.9646	41.735	3040.34
19	55	1.02204	1.11023	1.94884	16.9355	41.3974	3035.09
20	55	1.03886	1.10606	1.95398	16.9019	41.0501	3029.66
21	55	1.05551	1.10195	1.95902	16.8706	40.7131	3024.36
22	55	1.07266	1.09774	1.96442	16.8313	40.3542	3018.67
23	55	1.08957	1.09361	1.96964	16.7959	40.0096	3013.17
24	55	1.10718	1.08932	1.97535	16.7501	39.6361	3007.17
25	55	1.12432	1.08516	1.98073	16.7116	39.2875	3001.52
26	55	1.14213	1.08086	1.98656	16.6633	38.9121	2995.4
27	55	1.15999	1.07655	1.99244	16.6142	38.5376	2989.25
28	55	1.17777	1.07229	1.99824	16.5665	38.1706	2983.18
29	55	1.19621	1.06788	2.00451	16.5089	37.7779	2976.63
30	55	1.21426	1.06359	2.0105	16.4571	37.4059	2970.37
31	55	1.23262	1.05923	2.01671	16.4007	37.0242	2963.9
32	55	1.25154	1.05476	2.02332	16.3354	36.6214	2957.01
33	55	1.26993	1.05042	2.02956	16.2779	36.2451	2950.53
34	55	1.28865	1.04602	2.03605	16.2148	35.8575	2943.79
35	55	1.30793	1.04151	2.04294	16.1431	35.4502	2936.65
36	55	1.32685	1.03709	2.04959	16.076	35.061	2929.77
37	55	1.34573	1.03269	2.05622	16.0087	34.6764	2922.9
38	55	1.36521	1.02817	2.0633	15.9318	34.2704	2915.59
39	55	1.38489	1.02361	2.07055	15.8509	33.8596	2908.13
40	55	1.40365	1.01927	2.07718	15.7821	33.4873	2901.3
41	55	1.42316	1.01478	2.08438	15.7011	33.088	2893.91
42	55	1.44305	1.0102	2.09186	15.6135	32.6772	2886.24
43	55	1.46267	1.0057	2.09919	15.5282	32.2793	2878.73
44	55	1.48177	1.00132	2.10623	15.4483	31.9017	2871.54
45	55	1.5015	0.996803	2.11373	15.3578	31.5035	2863.88
46	55	1.52148	0.992237	2.12146	15.2619	31.0981	2856
47	55	1.54118	0.987743	2.12906	15.1676	30.7043	2848.28
48	55	1.55893	0.983697	2.13582	15.0852	30.3581	2841.42
49	55	1.56363	0.982625	2.1382	15.045	30.2374	2839.01
50	55	1.57097	0.980953	2.14158	14.9924	30.0662	2835.59
51	55	1.58075	0.978723	2.14581	14.9305	29.8529	2831.3
52	55	1.59198	0.976162	2.15022	14.8737	29.6327	2826.84
53	55	1.60602	0.972963	2.1557	14.8033	29.3608	2821.31
54	55	1.62285	0.969129	2.16223	14.72	29.0398	2814.72
55	55	1.64234	0.964693	2.16971	14.6258	28.6764	2807.2
56	55	1.66455	0.959642	2.17817	14.5201	28.2705	2798.7
57	55	1.6898	0.953902	2.18782	14.3983	27.8138	2789.03
58	55	1.71869	0.947339	2.19908	14.2517	27.29	2777.78
59	55	1.75202	0.939766	2.21262	14.0644	26.6722	2764.29
60	55	1.79466	0.930061	2.23126	13.7823	25.8435	2745.8
61	55	1.85078	0.917221	2.25693	13.3722	24.7423	2720.5
62	55	1.89546	0.90695	2.27535	13.104	23.9798	2702.46
63	55	1.95002	0.894343	2.29938	12.7262	23.0183	2679.05
64	55	1.99913	0.88293	2.31967	12.4234	22.2355	2659.41
65	55	2.05596	0.869637	2.34426	12.0363	21.3212	2635.78
66	55	2.11021	0.856855	2.36675	11.6921	20.5166	2614.31
67	55	2.17065	0.842498	2.39254	11.2827	19.6301	2589.88
68	55	2.23041	0.828172	2.4173	10.8953	18.8139	2566.6
69	55	2.29543	0.812424	2.44467	10.4562	17.9499	2541.08
70	55	2.36114	0.796326	2.47177	10.0235	17.1328	2516.03
71	55	2.43165	0.778836	2.50106	9.54731	16.2905	2489.21
72	55	2.50396	0.760654	2.53056	9.06778	15.4832	2462.46
73	55	2.58095	0.741005	2.562	8.54896	14.6661	2434.24
74	55	2.66068	0.720326	2.59402	8.01863	13.8778	2405.81
75	55	2.74524	0.698004	2.62782	7.45116	13.0909	2376.14
76	55	2.83344	0.674278	2.66247	6.86533	12.3304	2346.1
77	55	2.92688	0.648629	2.69879	6.24239	11.5802	2315
78	55	3.02487	0.621131	2.73613	5.59474	10.8566	2283.46
79	55	3.12871	0.5913	2.77503	4.90807	10.1508	2251.05
80	55	3.23812	0.559065	2.81497	4.19001	9.47395	2218.27
81	55	3.35421	0.523922	2.85625	3.42883	8.82207	2184.91
82	55	3.47703	0.485646	2.89834	2.6283	8.20404	2151.43
83	55	3.60758	0.443661	2.94117	1.77776	7.62012	2117.92
84	55	3.74618	0.397555	2.98385	0.87778	7.08023	2085.09
85	55	3.89389	0.346688	3.0255	0	6.59071	2053.57
86	55	4.0493	0.292399	3.03912	0	6.43826	2043.38
87	55	4.12219	0.267074	3.0459	0	6.36372	2038.32

0	56	0.770266	1.205	1.86992	17.5452	47.0615	3118.97
1	56	0.776972	1.20323	1.87189	17.5336	46.9122	3116.87
2	56	0.792283	1.1992	1.87642	17.5059	46.57	3112.02
3	56	0.8078	1.19514	1.88106	17.4765	46.2227	3107.07
4	56	0.823526	1.19104	1.88579	17.4454	45.8701	3102.02
5	56	0.839459	1.18691	1.89063	17.4125	45.5123	3096.86
6	56	0.8556	1.18274	1.89557	17.3778	45.1494	3091.59
7	56	0.871949	1.17853	1.90062	17.3412	44.7812	3086.22
8	56	0.888507	1.17428	1.90577	17.3027	44.408	3080.73
9	56	0.905273	1.17	1.91104	17.2621	44.0298	3075.13
10	56	0.922248	1.16569	1.91641	17.2195	43.6465	3069.42
11	56	0.939431	1.16134	1.9219	17.1747	43.2584	3063.6
12	56	0.956823	1.15695	1.9275	17.1278	42.8656	3057.66
13	56	0.974421	1.15254	1.93321	17.0787	42.468	3051.61
14	56	0.992227	1.14808	1.93904	17.0274	42.0659	3045.45
15	56	1.01024	1.14359	1.94498	16.9738	41.6594	3039.16
16	56	1.02788	1.13921	1.95059	16.928	41.2789	3033.24
17	56	1.04462	1.13507	1.95552	16.8971	40.9469	3028.04
18	56	1.06155	1.13091	1.96063	16.8619	40.6054	3022.65
19	56	1.07829	1.1268	1.96563	16.829	40.274	3017.39
20	56	1.09554	1.12259	1.97099	16.7882	39.921	3011.75
21	56	1.11256	1.11845	1.97618	16.7511	39.5822	3006.3
22	56	1.13027	1.11416	1.98185	16.7037	39.2148	3000.34
23	56	1.14752	1.10999	1.98719	16.6636	38.8721	2994.75
24	56	1.16543	1.10568	1.99298	16.6136	38.5029	2988.68
25	56	1.18341	1.10137	1.99881	16.563	38.1346	2982.58
26	56	1.2013	1.0971	2.00458	16.5136	37.7737	2976.55
27	56	1.21986	1.09268	2.0108	16.4545	37.3875	2970.06
28	56	1.23803	1.08837	2.01675	16.4011	37.0217	2963.86
29	56	1.2565	1.084	2.02291	16.343	36.6463	2957.44
30	56	1.27555	1.07951	2.02948	16.2762	36.2501	2950.61
31	56	1.29406	1.07516	2.03567	16.2171	35.88	2944.18
32	56	1.31291	1.07075	2.04211	16.1524	35.4987	2937.5
33	56	1.33232	1.06621	2.04895	16.0791	35.0982	2930.43
34	56	1.35137	1.06177	2.05555	16.0104	34.7154	2923.6
35	56	1.37037	1.05736	2.06214	15.9416	34.3371	2916.8
36	56	1.38998	1.05281	2.06916	15.863	33.9377	2909.55
37	56	1.40981	1.04822	2.07635	15.7806	33.5336	2902.15
38	56	1.42869	1.04387	2.08294	15.7103	33.1674	2895.39
39	56	1.44834	1.03934	2.09008	15.6278	32.7746	2888.06
40	56	1.46838	1.03473	2.09751	15.5386	32.3704	2880.45
41	56	1.48813	1.0302	2.10478	15.4519	31.979	2873.01
42	56	1.50737	1.02579	2.11176	15.3705	31.6075	2865.89
43	56	1.52724	1.02125	2.11921	15.2786	31.2156	2858.29
44	56	1.54738	1.01665	2.12689	15.1812	30.8167	2850.49
45	56	1.56722	1.01212	2.13443	15.0855	30.4293	2842.83
46	56	1.58511	1.00804	2.14113	15.0018	30.0886	2836.04
47	56	1.58986	1.00696	2.14349	14.9615	29.9697	2833.65
48	56	1.59727	1.00526	2.14685	14.9085	29.801	2830.25
49	56	1.60714	1.00301	2.15105	14.8461	29.5911	2826
50	56	1.61846	1.00043	2.15542	14.7886	29.3743	2821.59
51	56	1.6326	0.997203	2.16086	14.7173	29.1067	2816.1
52	56	1.64956	0.993336	2.16734	14.6327	28.7909	2809.58
53	56	1.66919	0.988861	2.17476	14.5372	28.4333	2802.12
54	56	1.69155	0.983765	2.18315	14.4298	28.0337	2793.7
55	56	1.71699	0.977973	2.19273	14.3062	27.5843	2784.12
56	56	1.7461	0.971346	2.20389	14.1577	27.0688	2772.98
57	56	1.77969	0.963694	2.21733	13.9684	26.4606	2759.61
58	56	1.8227	0.953873	2.23582	13.6841	25.6443	2741.29
59	56	1.87937	0.940865	2.2613	13.2717	24.5594	2716.21
60	56	1.9244	0.930471	2.27956	13.001	23.8083	2698.34
61	56	1.97945	0.917696	2.30341	12.6208	22.861	2675.14
62	56	2.02896	0.906137	2.32353	12.3154	22.0897	2655.7
63	56	2.08628	0.89266	2.34791	11.9257	21.1887	2632.29
64	56	2.14097	0.879703	2.3702	11.5787	20.3957	2611.03
65	56	2.20191	0.865139	2.39576	11.1667	19.5218	2586.83
66	56	2.26214	0.850606	2.4203	10.7765	18.7173	2563.79
67	56	2.32769	0.834621	2.44742	10.3346	17.8654	2538.53
68	56	2.39392	0.81828	2.47426	9.89905	17.0596	2513.74
69	56	2.46499	0.800517	2.50326	9.41991	16.2288	2487.2
70	56	2.53784	0.78205	2.53246	8.93738	15.4326	2460.74
71	56	2.61542	0.762086	2.56357	8.41556	14.6264	2432.83
72	56	2.69573	0.741073	2.59524	7.88215	13.8485	2404.73
73	56	2.78091	0.718385	2.62866	7.31161	13.072	2375.41
74	56	2.86973	0.694268	2.66289	6.72266	12.3214	2345.73
75	56	2.9638	0.668191	2.69876	6.09665	11.5809	2315.02
76	56	3.06243	0.640235	2.73559	5.44596	10.8666	2283.9
77	56	3.16693	0.609906	2.77394	4.75642	10.1699	2251.95
78	56	3.277	0.577134	2.81327	4.03571	9.50183	2219.66
79	56	3.39376	0.541409	2.85386	3.27235	8.85863	2186.83
80	56	3.51724	0.502504	2.89516	2.47038	8.24918	2153.94
81	56	3.64847	0.459839	2.93708	1.61977	7.67399	2121.09
82	56	3.78772	0.413003	2.9787	0.722078	7.14323	2089.02
83	56	3.93619	0.361523	3.01781	0	6.67844	2059.35
84	56	4.09143	0.307108	3.02845	0	6.55743	2051.36
85	56	4.12219	0.296375	3.03087	0	6.5302	2049.55

0	57	0.822735	1.22155	1.88611	17.4687	45.8462	3101.67
1	57	0.828962	1.21993	1.88795	17.4564	45.7101	3099.71
2	57	0.844785	1.21584	1.89266	17.424	45.363	3094.7
3	57	0.860817	1.21171	1.89746	17.3897	45.0108	3089.57
4	57	0.877059	1.20755	1.90238	17.3536	44.6536	3084.34
5	57	0.893512	1.20334	1.90739	17.3156	44.2912	3079
6	57	0.910175	1.1991	1.91252	17.2757	43.9239	3073.56
7	57	0.927049	1.19483	1.91775	17.2337	43.5515	3068
8	57	0.944134	1.19051	1.92309	17.1897	43.1743	3062.33
9	57	0.961429	1.18616	1.92855	17.1435	42.7923	3056.55
10	57	0.978935	1.18178	1.93411	17.0952	42.4056	3050.66
11	57	0.996651	1.17736	1.93979	17.0447	42.0143	3044.65
12	57	1.01458	1.1729	1.94558	16.9919	41.6185	3038.53
13	57	1.03271	1.16841	1.95149	16.9369	41.2184	3032.3
14	57	1.05046	1.16403	1.95706	16.8896	40.8439	3026.42
15	57	1.0673	1.15989	1.96196	16.8572	40.5172	3021.26
16	57	1.08432	1.15572	1.96704	16.8205	40.1812	3015.91
17	57	1.10115	1.15161	1.972	16.7861	39.8553	3010.69
18	57	1.11851	1.14739	1.97732	16.7437	39.508	3005.1
19	57	1.13562	1.14325	1.98248	16.7051	39.1747	2999.69
20	57	1.15344	1.13895	1.98811	16.6562	38.8132	2993.78
21	57	1.17079	1.13478	1.99341	16.6145	38.476	2988.23
22	57	1.18882	1.13046	1.99916	16.5631	38.1127	2982.21
23	57	1.20691	1.12614	2.00495	16.5109	37.7504	2976.16
24	57	1.22491	1.12186	2.01068	16.4601	37.3953	2970.19
25	57	1.24359	1.11743	2.01686	16.3994	37.0153	2963.75
26	57	1.26187	1.1131	2.02276	16.3445	36.6553	2957.6
27	57	1.28046	1.10872	2.02888	16.2849	36.286	2951.23
28	57	1.29964	1.10421	2.0354	16.2166	35.896	2944.46
29	57	1.31826	1.09985	2.04155	16.156	35.5319	2938.09
30	57	1.33723	1.09541	2.04794	16.0898	35.1567	2931.47
31	57	1.35678	1.09086	2.05473	16.0151	34.7625	2924.45
32	57	1.37595	1.0864	2.06128	15.9449	34.3858	2917.68
33	57	1.39508	1.08196	2.06782	15.8746	34.0135	2910.93
34	57	1.41483	1.07739	2.0748	15.7946	33.6204	2903.75
35	57	1.4348	1.07278	2.08194	15.7107	33.2227	2896.41
36	57	1.4538	1.06839	2.08848	15.6389	32.8623	2889.7
37	57	1.47359	1.06384	2.09556	15.555	32.4757	2882.44
38	57	1.49377	1.0592	2.10294	15.4645	32.0779	2874.9
39	57	1.51367	1.05464	2.11016	15.3764	31.6925	2867.52
40	57	1.53304	1.0502	2.11709	15.2936	31.3269	2860.46
41	57	1.55306	1.04562	2.12448	15.2003	30.9411	2852.93
