i	j	x	r	mach	theta	press	temp
74	48	1.50141	0.783051	2.14682	15.1002	29.8023	2830.28
75	48	1.5288	0.776908	2.15885	14.9734	29.2057	2818.13
76	48	1.56028	0.76987	2.1733	14.8071	28.5032	2803.59
77	48	1.60023	0.760951	2.19316	14.5474	27.5644	2783.69
78	48	1.65255	0.749263	2.22047	14.1628	26.3202	2756.49
79	48	1.69472	0.739839	2.24018	13.9207	25.4558	2736.99
80	48	1.74586	0.728403	2.26586	13.5698	24.3698	2711.74
81	48	1.79225	0.718015	2.28762	13.2949	23.484	2690.48
82	48	1.84568	0.706026	2.31398	12.9362	22.4524	2664.91
83	48	1.89695	0.694486	2.33818	12.6217	21.5438	2641.61
84	48	1.95391	0.681618	2.36594	12.2428	20.5451	2615.08
85	48	2.01046	0.668783	2.39267	11.8873	19.6256	2589.75
86	48	2.0719	0.654756	2.42228	11.4805	18.6538	2561.94
87	48	2.13419	0.640436	2.45166	11.0824	17.7357	2534.6
88	48	2.20103	0.62495	2.4835	10.6415	16.7905	2505.26
89	48	2.26974	0.608879	2.51568	10.1991	15.8854	2475.92
90	48	2.34296	0.591577	2.55009	9.7189	14.9707	2444.9
91	48	2.41898	0.573398	2.58528	9.22922	14.0888	2413.54
92	48	2.49973	0.553836	2.62259	8.70422	13.2098	2380.71
93	48	2.58419	0.533075	2.66104	8.16331	12.3609	2347.33
94	48	2.67385	0.510681	2.70159	7.58761	11.5243	2312.62
95	48	2.76818	0.486702	2.74358	6.9901	10.7176	2277.21
96	48	2.86843	0.460729	2.78771	6.35639	9.93069	2240.59
97	48	2.97446	0.432679	2.83352	5.69461	9.17527	2203.22
98	48	3.08737	0.402123	2.88149	4.99274	8.44608	2164.77
99	48	3.20737	0.368838	2.93126	4.25456	7.75144	2125.63
100	48	3.33552	0.33232	2.98308	3.4679	7.08956	2085.67
101	48	3.4723	0.292172	3.03647	2.63039	6.46772	2045.36
102	48	3.61879	0.247736	3.09113	1.72353	5.88852	2004.97
103	48	3.77562	0.198346	3.14556	0.726902	5.3645	1965.63
104	48	3.94451	0.143425	3.1984	0	4.90149	1928.27
105	48	4.12219	0.0852887	3.23213	0	4.62769	1904.85

0	49	0.419596	1.09334	1.75066	17.6359	56.9123	3247.58
1	49	0.426292	1.09127	1.75252	17.6376	56.7462	3245.56
2	49	0.437718	1.08775	1.75572	17.6396	56.4606	3242.08
3	49	0.449356	1.08418	1.75902	17.6407	56.168	3238.5
4	49	0.461203	1.08057	1.76241	17.6408	55.8686	3234.83
5	49	0.473257	1.07691	1.76589	17.64	55.5625	3231.05
6	49	0.485517	1.0732	1.76947	17.6383	55.2499	3227.18
7	49	0.497979	1.06945	1.77313	17.6356	54.9308	3223.2
8	49	0.510644	1.06567	1.77689	17.6319	54.6054	3219.14
9	49	0.523508	1.06184	1.78074	17.6272	54.2738	3214.97
10	49	0.536571	1.05797	1.78468	17.6214	53.9359	3210.7
11	49	0.549831	1.05406	1.78871	17.6146	53.5919	3206.34
12	49	0.563288	1.05012	1.79284	17.6067	53.2418	3201.88
13	49	0.57694	1.04614	1.79707	17.5975	52.8857	3197.31
14	49	0.590786	1.04212	1.80139	17.5872	52.5234	3192.64
15	49	0.604827	1.03807	1.80581	17.5755	52.1552	3187.87
16	49	0.619061	1.03399	1.81033	17.5625	51.7809	3182.99
17	49	0.633489	1.02987	1.81495	17.5481	51.4005	3178.01
18	49	0.64811	1.02572	1.81968	17.5322	51.0141	3172.91
19	49	0.662924	1.02154	1.82451	17.5147	50.6217	3167.71
20	49	0.677931	1.01733	1.82945	17.4957	50.2233	3162.39
21	49	0.693132	1.01308	1.8345	17.4749	49.8189	3156.96
22	49	0.708525	1.00881	1.83966	17.4525	49.4086	3151.41
23	49	0.724111	1.0045	1.84494	17.4282	48.9923	3145.75
24	49	0.739891	1.00017	1.85032	17.402	48.5702	3139.97
25	49	0.755863	0.995811	1.85583	17.3739	48.1422	3134.07
26	49	0.772029	0.991422	1.86145	17.3439	47.7086	3128.04
27	49	0.788386	0.987005	1.86719	17.3117	47.2694	3121.9
28	49	0.804936	0.982561	1.87305	17.2775	46.8247	3115.63
29	49	0.821676	0.978091	1.87903	17.2412	46.3746	3109.24
30	49	0.838607	0.973594	1.88513	17.2026	45.9193	3102.73
31	49	0.855728	0.969072	1.89135	17.1619	45.459	3096.09
32	49	0.872551	0.964653	1.89724	17.1293	45.0275	3089.82
33	49	0.888612	0.960458	1.90243	17.1124	44.6499	3084.29
34	49	0.904822	0.956247	1.90781	17.091	44.2616	3078.57
35	49	0.920874	0.952101	1.91307	17.0719	43.8846	3072.97
36	49	0.937376	0.947863	1.91872	17.0447	43.4833	3066.98
37	49	0.953679	0.943699	1.92419	17.0215	43.0977	3061.17
38	49	0.970591	0.939402	1.93016	16.9878	42.6801	3054.84
39	49	0.98711	0.935229	1.93579	16.9616	42.2898	3048.88
40	49	1.00421	0.930931	1.9419	16.9255	41.87	3042.42
41	49	1.02138	0.92664	1.94805	16.8887	41.4511	3035.93
42	49	1.03848	0.922389	1.95413	16.8533	41.0403	3029.51
43	49	1.05616	0.918016	1.9607	16.808	40.6012	3022.59
44	49	1.07351	0.913747	1.96698	16.7685	40.1848	3015.97
45	49	1.09113	0.909434	1.97349	16.7244	39.7576	3009.12
46	49	1.10926	0.905018	1.98042	16.6714	39.3072	3001.84
47	49	1.12692	0.900739	1.98697	16.6263	38.8859	2994.97
48	49	1.14488	0.896407	1.99378	16.5755	38.4521	2987.84
49	49	1.16333	0.891978	2.00101	16.516	37.9968	2980.28
50	49	1.18147	0.887644	2.00799	16.4611	37.5612	2972.99
51	49	1.19957	0.88334	2.01497	16.4061	37.1308	2965.71
52	49	1.21821	0.878927	2.02241	16.3412	36.6768	2957.96
53	49	1.23703	0.87449	2.03002	16.2724	36.2176	2950.05
54	49	1.25502	0.870266	2.037	16.2157	35.8008	2942.8
55	49	1.27368	0.865901	2.04457	16.1467	35.3545	2934.96
56	49	1.29268	0.861476	2.05243	16.0708	34.8955	2926.82
57	49	1.31143	0.857126	2.06015	15.9973	34.4508	2918.85
58	49	1.32972	0.852897	2.06756	15.9292	34.0285	2911.21
59	49	1.34856	0.848556	2.07546	15.8502	33.5836	2903.07
60	49	1.36762	0.844178	2.0836	15.7656	33.131	2894.71
61	49	1.38642	0.839873	2.0916	15.6825	32.6913	2886.5
62	49	1.40339	0.835999	2.09872	15.6105	32.3046	2879.21
63	49	1.40776	0.835002	2.1012	15.5715	32.1709	2876.67
64	49	1.41465	0.83343	2.10475	15.5216	31.9808	2873.05
65	49	1.42389	0.831324	2.10919	15.464	31.7437	2868.51
66	49	1.4346	0.828885	2.11384	15.4134	31.498	2863.77
67	49	1.448	0.825839	2.11961	15.3508	31.1947	2857.89
68	49	1.46407	0.822192	2.1265	15.2769	30.8365	2850.88
69	49	1.4827	0.817974	2.1344	15.1939	30.4308	2842.86
70	49	1.50394	0.813176	2.14333	15.1009	29.9775	2833.81
71	49	1.5281	0.807734	2.15354	14.9937	29.4677	2823.49
72	49	1.55571	0.801535	2.16544	14.8632	28.8834	2811.5
73	49	1.58745	0.794424	2.17974	14.693	28.1955	2797.12
74	49	1.62778	0.785397	2.1994	14.4291	27.2754	2777.46
75	49	1.68066	0.773547	2.22644	14.0396	26.0555	2750.58
76	49	1.72318	0.764004	2.24593	13.7926	25.2085	2731.32
77	49	1.77481	0.752402	2.27134	13.4364	24.1438	2706.38
78	49	1.82158	0.741868	2.29286	13.1562	23.2756	2685.39
79	49	1.87549	0.729691	2.31892	12.792	22.2641	2660.14
80	49	1.92718	0.717971	2.34283	12.4717	21.3734	2637.15
81	49	1.98463	0.704886	2.37025	12.0868	20.3939	2610.98
82	49	2.04162	0.691832	2.39665	11.725	19.4922	2586
83	49	2.10355	0.677551	2.42588	11.3118	18.5389	2558.58
84	49	2.16631	0.662967	2.45487	10.9067	17.6381	2531.63
85	49	2.23364	0.647182	2.48627	10.4586	16.7107	2502.72
86	49	2.30283	0.630794	2.51798	10.0086	15.8225	2473.83
87	49	2.37654	0.613137	2.55187	9.52025	14.9246	2443.29
88	49	2.45304	0.594579	2.58651	9.02196	14.0588	2412.45
89	49	2.53427	0.574595	2.6232	8.48779	13.1958	2380.17
90	49	2.61918	0.553378	2.66098	7.93702	12.3622	2347.38
91	49	2.70928	0.530482	2.70078	7.35069	11.5405	2313.31
92	49	2.80402	0.505955	2.74193	6.74162	10.7482	2278.59
93	49	2.90463	0.479378	2.78512	6.09528	9.97533	2242.73
94	49	3.01095	0.450667	2.82985	5.41956	9.23354	2206.18
95	49	3.12409	0.419381	2.87659	4.7022	8.51779	2168.66
96	49	3.24421	0.385295	2.92492	3.94659	7.8365	2130.56
97	49	3.37235	0.34789	2.97505	3.14016	7.18825	2091.81
98	49	3.50893	0.306761	3.02638	2.27997	6.58083	2052.91
99	49	3.65499	0.261236	3.07846	1.34702	6.01789	2014.25
100	49	3.81109	0.210634	3.12949	0.321082	5.51406	1977.16
101	49	3.97918	0.154892	3.17164	0	5.13064	1947.1
102	49	4.12219	0.107632	3.19562	0	4.92488	1930.22

0	50	0.467638	1.10863	1.76834	17.6793	55.3484	3228.4
1	50	0.468194	1.10847	1.76849	17.6793	55.3348	3228.23
2	50	0.480118	1.10489	1.77187	17.6778	55.0406	3224.57
3	50	0.492252	1.10126	1.77533	17.6753	54.7399	3220.82
4	50	0.504593	1.09759	1.77889	17.6718	54.4328	3216.97
5	50	0.517138	1.09387	1.78254	17.6674	54.1193	3213.02
6	50	0.529887	1.09011	1.78627	17.662	53.7997	3208.98
7	50	0.542838	1.08632	1.7901	17.6555	53.474	3204.84
8	50	0.55599	1.08248	1.79402	17.6479	53.1422	3200.6
9	50	0.56934	1.0786	1.79804	17.6393	52.8044	3196.26
10	50	0.582889	1.07469	1.80214	17.6295	52.4606	3191.83
11	50	0.596634	1.07074	1.80634	17.6185	52.1109	3187.29
12	50	0.610577	1.06675	1.81064	17.6062	51.7553	3182.66
13	50	0.624715	1.06273	1.81504	17.5926	51.3938	3177.92
14	50	0.639049	1.05867	1.81953	17.5777	51.0263	3173.07
15	50	0.653578	1.05458	1.82413	17.5613	50.653	3168.12
16	50	0.668303	1.05046	1.82883	17.5434	50.2738	3163.07
17	50	0.683222	1.0463	1.83363	17.5239	49.8886	3157.9
18	50	0.698337	1.04212	1.83854	17.5028	49.4976	3152.62
19	50	0.713647	1.0379	1.84356	17.48	49.1008	3147.23
20	50	0.729153	1.03365	1.84869	17.4555	48.6981	3141.73
21	50	0.744853	1.02937	1.85393	17.4291	48.2897	3136.1
22	50	0.760749	1.02505	1.85928	17.4009	47.8755	3130.37
23	50	0.77684	1.02071	1.86475	17.3706	47.4557	3124.51
24	50	0.793126	1.01634	1.87033	17.3384	47.0303	3118.53
25	50	0.809607	1.01194	1.87603	17.3042	46.5994	3112.44
26	50	0.826282	1.00752	1.88185	17.2678	46.1631	3106.22
27	50	0.84315	1.00306	1.88779	17.2293	45.7217	3099.88
28	50	0.860211	0.998579	1.89385	17.1885	45.2751	3093.42
29	50	0.877464	0.99407	1.90003	17.1455	44.8236	3086.84
30	50	0.89441	0.989664	1.90588	17.1107	44.4005	3080.62
31	50	0.910572	0.985485	1.91103	17.0915	44.0304	3075.14
32	50	0.926889	0.981288	1.91637	17.0676	43.6498	3069.47
33	50	0.943043	0.977155	1.92159	17.0462	43.2803	3063.93
34	50	0.959657	0.972927	1.92719	17.0166	42.887	3057.99
35	50	0.976065	0.968774	1.93262	16.9911	42.5091	3052.24
36	50	0.993096	0.964485	1.93855	16.955	42.0998	3045.97
37	50	1.00972	0.96032	1.94413	16.9264	41.7174	3040.06
38	50	1.02695	0.956027	1.95019	16.8879	41.306	3033.66
39	50	1.04423	0.95174	1.95629	16.8486	40.8955	3027.23
40	50	1.06145	0.947493	1.96232	16.8109	40.4929	3020.87
41	50	1.07926	0.94312	1.96884	16.7631	40.0626	3014.02
42	50	1.09673	0.938851	1.97507	16.7212	39.6546	3007.46
43	50	1.11447	0.934537	1.98152	16.6747	39.2361	3000.69
44	50	1.13274	0.930117	1.9884	16.6192	38.7947	2993.48
45	50	1.15052	0.925834	1.99489	16.5717	38.382	2986.68
46	50	1.16861	0.921496	2.00165	16.5185	37.9569	2979.62
47	50	1.18721	0.917057	2.00881	16.4565	37.5107	2972.14
48	50	1.20548	0.912713	2.01573	16.3992	37.084	2964.92
49	50	1.22371	0.908399	2.02265	16.3418	36.6623	2957.72
50	50	1.24249	0.903972	2.03002	16.2745	36.2175	2950.05
51	50	1.26146	0.899519	2.03756	16.2032	35.7676	2942.22
52	50	1.27958	0.89528	2.04448	16.1441	35.3593	2935.05
53	50	1.29839	0.890898	2.05198	16.0727	34.9219	2927.29
54	50	1.31754	0.886451	2.05978	15.9945	34.4721	2919.23
55	50	1.33644	0.882079	2.06742	15.9186	34.0364	2911.35
56	50	1.35487	0.877828	2.07476	15.848	33.6227	2903.79
57	50	1.37385	0.873463	2.08259	15.7668	33.1867	2895.75
58	50	1.39307	0.869056	2.09065	15.6798	32.7431	2887.47
59	50	1.41202	0.864724	2.09858	15.5945	32.3123	2879.35
60	50	1.42912	0.860823	2.10564	15.5204	31.9333	2872.14
61	50	1.43355	0.859814	2.1081	15.4811	31.8021	2869.63
62	50	1.44052	0.858227	2.11161	15.4306	31.6156	2866.04
63	50	1.44985	0.856101	2.11602	15.3722	31.3831	2861.55
64	50	1.46065	0.853643	2.12062	15.3203	31.1423	2856.87
65	50	1.47415	0.850574	2.12634	15.2561	30.845	2851.04
66	50	1.49035	0.846898	2.13316	15.1803	30.4939	2844.12
67	50	1.50912	0.842646	2.14098	15.095	30.0964	2836.19
68	50	1.53052	0.837808	2.14983	14.9994	29.6522	2827.24
69	50	1.55487	0.83232	2.15993	14.8892	29.1526	2817.05
70	50	1.58269	0.826062	2.17171	14.7554	28.58	2805.19
71	50	1.6147	0.818877	2.18587	14.5817	27.9056	2790.98
72	50	1.65542	0.809739	2.20533	14.314	27.0031	2771.55
73	50	1.70884	0.797727	2.23212	13.9201	25.8061	2744.96
74	50	1.75172	0.788064	2.25141	13.6686	24.9753	2725.93
75	50	1.80384	0.776295	2.27655	13.3078	23.9305	2701.28
76	50	1.85099	0.765615	2.29784	13.0228	23.0789	2680.54
77	50	1.90539	0.753251	2.32362	12.6536	22.0861	2655.6
78	50	1.9575	0.741352	2.34726	12.3282	21.212	2632.9
79	50	2.01544	0.728051	2.37437	11.938	20.2506	2607.07
80	50	2.07287	0.714781	2.40046	11.5705	19.3654	2582.41
81	50	2.13531	0.700249	2.42933	11.1516	18.4294	2555.36
82	50	2.19854	0.685405	2.45795	10.7404	17.5449	2528.78
83	50	2.26638	0.669326	2.48894	10.286	16.634	2500.27
84	50	2.33606	0.652627	2.52023	9.82924	15.7615	2471.8
85	50	2.41028	0.634624	2.55364	9.3339	14.8792	2441.71
86	50	2.48728	0.615694	2.58776	8.82817	14.0285	2411.34
87	50	2.56901	0.5953	2.62388	8.28612	13.1803	2379.58
88	50	2.65441	0.573641	2.66104	7.72693	12.3609	2347.33
89	50	2.74499	0.550256	2.70015	7.13161	11.5531	2313.84
90	50	2.84018	0.5252	2.74054	6.51285	10.7742	2279.76
91	50	2.94121	0.498041	2.78286	5.85604	10.0144	2244.59
92	50	3.04792	0.468696	2.82662	5.16892	9.28521	2208.8
93	50	3.16138	0.436712	2.87224	4.43913	8.5819	2172.12
94	50	3.28174	0.401862	2.91929	3.66985	7.91296	2134.97
95	50	3.41001	0.363615	2.9679	2.84842	7.27728	2097.29
96	50	3.5466	0.321562	3.0174	1.97186	6.68312	2059.66
97	50	3.6925	0.275017	3.06722	1.02167	6.13506	2022.53
98	50	3.84825	0.223314	3.11538	0	5.64892	1987.34
99	50	4.01534	0.166964	3.14338	0	5.38458	1967.2
100	50	4.12219	0.131293	3.16058	0	5.22848	1954.93

0	51	0.516447	1.1242	1.78582	17.7012	53.8382	3209.47
1	51	0.523839	1.12204	1.78793	17.6981	53.6587	3207.19
2	51	0.536466	1.11835	1.79156	17.6921	53.3508	3203.27
3	51	0.549298	1.11462	1.79527	17.685	53.0367	3199.25
4	51	0.562334	1.11085	1.79908	17.6768	52.7167	3195.13
5	51	0.575572	1.10704	1.80298	17.6675	52.3907	3190.92
6	51	0.589011	1.10319	1.80697	17.6572	52.0589	3186.62
7	51	0.602649	1.09931	1.81106	17.6456	51.7212	3182.21
8	51	0.616487	1.09538	1.81523	17.6328	51.3777	3177.71
9	51	0.630523	1.09142	1.81951	17.6187	51.0284	3173.1
10	51	0.644757	1.08743	1.82388	17.6033	50.6734	3168.39
11	51	0.659189	1.08339	1.82835	17.5865	50.3125	3163.58
12	51	0.673818	1.07933	1.83291	17.5683	49.9459	3158.67
13	51	0.688644	1.07523	1.83758	17.5485	49.5735	3153.65
14	51	0.703667	1.07109	1.84236	17.5272	49.1954	3148.52
15	51	0.718888	1.06693	1.84724	17.5042	48.8115	3143.28
16	51	0.734306	1.06273	1.85223	17.4794	48.4219	3137.93
17	51	0.749921	1.0585	1.85732	17.4529	48.0266	3132.46
18	51	0.765734	1.05424	1.86253	17.4246	47.6256	3126.89
19	51	0.781744	1.04994	1.86785	17.3943	47.219	3121.19
20	51	0.797952	1.04562	1.87328	17.3621	46.8069	3115.38
21	51	0.814357	1.04126	1.87883	17.3279	46.3894	3109.45
22	51	0.830958	1.03688	1.88449	17.2916	45.9665	3103.4
23	51	0.847757	1.03247	1.89028	17.2532	45.5383	3097.23
24	51	0.864751	1.02802	1.89618	17.2127	45.105	3090.95
25	51	0.88194	1.02355	1.9022	17.1699	44.6668	3084.54
26	51	0.899324	1.01905	1.90833	17.1248	44.2237	3078.01
27	51	0.916389	1.01466	1.91414	17.0879	43.8085	3071.84
28	51	0.932652	1.01049	1.91925	17.0664	43.4455	3066.41
29	51	0.949073	1.0063	1.92455	17.0403	43.0723	3060.79
30	51	0.965328	1.00218	1.92973	17.0167	42.71	3055.3
31	51	0.982052	0.997962	1.93529	16.9849	42.3242	3049.41
32	51	0.998564	0.993817	1.94067	16.9571	41.9536	3043.72
33	51	1.01571	0.989533	1.94656	16.9188	41.5522	3037.5
34	51	1.03245	0.985373	1.9521	16.888	41.1773	3031.65
35	51	1.04979	0.981083	1.95811	16.8472	40.7738	3025.31
36	51	1.06719	0.976797	1.96416	16.8057	40.3713	3018.94
37	51	1.08452	0.972551	1.97015	16.7657	39.9766	3012.64
38	51	1.10246	0.968175	1.97661	16.7157	39.5546	3005.85
39	51	1.12005	0.963905	1.98279	16.6716	39.1546	2999.36
40	51	1.13792	0.959587	1.98919	16.6227	38.7442	2992.65
41	51	1.15632	0.955159	1.99601	16.5651	38.3114	2985.51
42	51	1.17423	0.95087	2.00245	16.5152	37.9067	2978.78
43	51	1.19245	0.946523	2.00914	16.4597	37.49	2971.79
44	51	1.21118	0.942072	2.01625	16.3955	37.0524	2964.38
45	51	1.22959	0.937717	2.02311	16.336	36.6341	2957.23
46	51	1.24795	0.93339	2.02997	16.2763	36.2206	2950.1
47	51	1.26687	0.928947	2.03728	16.2067	35.7844	2942.51
48	51	1.28598	0.924476	2.04476	16.1332	35.3432	2934.76
49	51	1.30423	0.920221	2.05162	16.0719	34.9429	2927.67
50	51	1.32319	0.915818	2.05905	15.9983	34.514	2919.99
51	51	1.34249	0.911349	2.06678	15.9179	34.0729	2912.02
52	51	1.36153	0.906953	2.07435	15.8398	33.6456	2904.21
53	51	1.38009	0.902679	2.08163	15.7671	33.24	2896.73
54	51	1.39923	0.898287	2.08939	15.6837	32.8124	2888.77
55	51	1.4186	0.893851	2.09738	15.5946	32.3774	2880.59
56	51	1.4377	0.889488	2.10523	15.5072	31.9548	2872.55
57	51	1.45493	0.885561	2.11222	15.4311	31.5832	2865.42
58	51	1.45942	0.88454	2.11467	15.3917	31.4543	2862.93
59	51	1.46646	0.882936	2.11815	15.3406	31.2712	2859.38
60	51	1.47588	0.880791	2.12252	15.2814	31.043	2854.93
61	51	1.48677	0.878313	2.12708	15.2284	30.8068	2850.29
62	51	1.50038	0.875219	2.13275	15.1627	30.5151	2844.54
63	51	1.51671	0.871513	2.13951	15.0851	30.1708	2837.68
64	51	1.53562	0.867226	2.14725	14.9977	29.781	2829.85
65	51	1.55719	0.862348	2.15601	14.8998	29.3453	2820.99
66	51	1.58171	0.856811	2.16602	14.7868	28.8553	2810.91
67	51	1.60975	0.850494	2.17768	14.65	28.2937	2799.19
68	51	1.64202	0.843233	2.19171	14.4731	27.6319	2785.14
69	51	1.68313	0.833984	2.21099	14.2019	26.746	2765.91
70	51	1.73709	0.821808	2.23753	13.804	25.5704	2739.61
71	51	1.78033	0.812024	2.25663	13.5485	24.7549	2720.8
72	51	1.83293	0.800088	2.28153	13.1836	23.7288	2696.42
73	51	1.88048	0.789261	2.30259	12.8942	22.8926	2675.93
74	51	1.93536	0.77671	2.32811	12.5206	21.9175	2651.28
75	51	1.98789	0.764633	2.3515	12.1906	21.059	2628.85
76	51	2.04632	0.751119	2.37831	11.7956	20.1144	2603.33
77	51	2.10422	0.737634	2.4041	11.4233	19.2448	2578.98
78	51	2.16716	0.722854	2.43264	10.9992	18.325	2552.27
79	51	2.23087	0.707753	2.46092	10.5826	17.4556	2526.03
80	51	2.29923	0.691384	2.49153	10.1226	16.5601	2497.91
81	51	2.36942	0.67438	2.52241	9.66006	15.7023	2469.82
82	51	2.44417	0.656037	2.55537	9.15863	14.8347	2440.16
83	51	2.52168	0.636745	2.58902	8.64645	13.9981	2410.23
84	51	2.60394	0.61595	2.62461	8.09764	13.1637	2378.94
85	51	2.68985	0.593859	2.6612	7.53126	12.3575	2347.19
86	51	2.78095	0.570001	2.69967	6.92834	11.5627	2314.25
87	51	2.87663	0.544432	2.73935	6.30147	10.7963	2280.75
88	51	2.97815	0.516709	2.78088	5.63602	10.0486	2246.22
89	51	3.0853	0.486752	2.82375	4.93963	9.33128	2211.13
90	51	3.19916	0.454096	2.86836	4.19995	8.63956	2175.22
91	51	3.31986	0.418514	2.91425	3.4201	7.9821	2138.92
92	51	3.44841	0.379463	2.96148	2.58757	7.35812	2102.22
93	51	3.58517	0.336533	3.00935	1.6997	6.77624	2065.73
94	51	3.73111	0.289025	3.05716	0.739173	6.24191	2029.97
95	51	3.88723	0.236556	3.10321	0	5.76786	1996.16
96	51	4.05401	0.179987	3.12323	0	5.57347	1981.67
97	51	4.12219	0.157045	3.13248	0	5.48589	1975.01

0	52	0.565962	1.14001	1.80308	17.7036	52.3823	3190.82
1	52	0.568866	1.13918	1.80391	17.7017	52.313	3189.92
2	52	0.581984	1.13543	1.8077	17.6919	51.9985	3185.83
3	52	0.595307	1.13165	1.81158	17.681	51.6781	3181.65
4	52	0.608832	1.12783	1.81555	17.669	51.352	3177.37
5	52	0.622559	1.12396	1.81961	17.6558	51.0202	3172.99
6	52	0.636487	1.12006	1.82376	17.6413	50.6827	3168.52
7	52	0.650616	1.11612	1.82801	17.6255	50.3395	3163.94
8	52	0.664944	1.11215	1.83236	17.6084	49.9906	3159.27
9	52	0.679471	1.10814	1.8368	17.5899	49.6361	3154.49
10	52	0.694198	1.10409	1.84134	17.5699	49.2759	3149.61
11	52	0.709124	1.10001	1.84598	17.5483	48.9101	3144.63
12	52	0.724249	1.0959	1.85073	17.5252	48.5387	3139.54
13	52	0.739574	1.09175	1.85558	17.5004	48.1616	3134.33
14	52	0.755098	1.08757	1.86053	17.4738	47.7789	3129.02
15	52	0.770821	1.08336	1.8656	17.4455	47.3906	3123.6
16	52	0.786745	1.07911	1.87077	17.4153	46.9968	3118.06
17	52	0.802867	1.07483	1.87606	17.3832	46.5975	3112.41
18	52	0.81919	1.07052	1.88146	17.3491	46.1928	3106.64
19	52	0.835712	1.06618	1.88697	17.313	45.7827	3100.76
20	52	0.852433	1.06181	1.8926	17.2748	45.3674	3094.76
21	52	0.869353	1.0574	1.89834	17.2345	44.947	3088.64
22	52	0.886471	1.05297	1.9042	17.192	44.5215	3082.4
23	52	0.903787	1.04851	1.91018	17.1473	44.0912	3076.04
24	52	0.921299	1.04401	1.91628	17.1003	43.6561	3069.56
25	52	0.938483	1.03963	1.92204	17.0614	43.2485	3063.45
26	52	0.954844	1.03547	1.92712	17.0377	42.8923	3058.07
27	52	0.971368	1.03129	1.93237	17.0096	42.526	3052.5
28	52	0.987722	1.02718	1.93752	16.9839	42.1705	3047.05
29	52	1.00455	1.02296	1.94304	16.9501	41.792	3041.22
30	52	1.02117	1.01882	1.94838	16.9202	41.4284	3035.57
31	52	1.03843	1.01454	1.95422	16.8798	41.0345	3029.41
32	52	1.05527	1.01038	1.95971	16.8469	40.6666	3023.62
33	52	1.07273	1.00609	1.96568	16.804	40.2707	3017.34
34	52	1.09025	1.00181	1.97169	16.7605	39.8757	3011.02
35	52	1.1077	0.99756	1.97762	16.7183	39.4885	3004.78
36	52	1.12576	0.99318	1.98403	16.6662	39.0744	2998.05
37	52	1.14347	0.988905	1.99017	16.62	38.6819	2991.63
38	52	1.16146	0.984581	1.99652	16.569	38.2793	2984.98
39	52	1.18	0.980144	2.00328	16.5093	37.8545	2977.91
40	52	1.19802	0.975846	2.00967	16.4573	37.4576	2971.24
41	52	1.21637	0.971489	2.01631	16.3997	37.0487	2964.31
42	52	1.23524	0.967025	2.02336	16.3334	36.6193	2956.98
43	52	1.25378	0.962656	2.03017	16.2718	36.2088	2949.9
44	52	1.27227	0.958314	2.03696	16.21	35.8031	2942.84
45	52	1.29133	0.953853	2.04421	16.1383	35.3751	2935.33
46	52	1.31059	0.949362	2.05163	16.0628	34.9421	2927.65
47	52	1.32897	0.94509	2.05843	15.9994	34.5494	2920.63
48	52	1.34806	0.940665	2.0658	15.9237	34.1286	2913.03
49	52	1.36751	0.936171	2.07346	15.8413	33.6957	2905.13
50	52	1.3867	0.93175	2.08097	15.7612	33.2763	2897.41
51	52	1.4054	0.927452	2.08818	15.6865	32.8783	2890
52	52	1.42468	0.923031	2.09588	15.6011	32.4587	2882.12
53	52	1.44421	0.918564	2.1038	15.5101	32.0317	2874.02
54	52	1.46346	0.91417	2.11159	15.4207	31.6169	2866.07
55	52	1.48082	0.910214	2.11851	15.3429	31.2522	2859.01
56	52	1.48536	0.909181	2.12094	15.3032	31.1255	2856.54
57	52	1.49248	0.90756	2.1244	15.2517	30.9456	2853.02
58	52	1.50199	0.905395	2.12873	15.1917	30.7215	2848.61
59	52	1.51296	0.902897	2.13325	15.1376	30.4896	2844.03
60	52	1.52668	0.899778	2.13887	15.0707	30.2033	2838.33
61	52	1.54314	0.896041	2.14557	14.9914	29.8653	2831.55
62	52	1.5622	0.891717	2.15324	14.9022	29.4827	2823.8
63	52	1.58392	0.886798	2.16192	14.802	29.0551	2815.04
64	52	1.60863	0.881211	2.17183	14.6865	28.5741	2805.07
65	52	1.63688	0.874834	2.18338	14.547	28.0228	2793.47
66	52	1.66942	0.867497	2.19728	14.3671	27.373	2779.57
67	52	1.71091	0.858135	2.21639	14.0928	26.5026	2760.54
68	52	1.76541	0.845794	2.2427	13.6914	25.3472	2734.51
69	52	1.80901	0.835889	2.26161	13.4322	24.5461	2715.9
70	52	1.8621	0.823785	2.28628	13.0635	23.5376	2691.78
71	52	1.91004	0.812812	2.30714	12.7703	22.7159	2671.53
72	52	1.9654	0.800075	2.33241	12.3927	21.7574	2647.15
73	52	2.01836	0.78782	2.35555	12.0586	20.9135	2624.98
74	52	2.07729	0.774093	2.38209	11.6594	19.9847	2599.75
75	52	2.13564	0.760396	2.4076	11.2826	19.1297	2575.7
76	52	2.1991	0.74537	2.43582	10.854	18.2251	2549.31
77	52	2.2633	0.730016	2.46378	10.4327	17.37	2523.39
78	52	2.33219	0.713362	2.49403	9.96779	16.489	2495.62
79	52	2.40289	0.696057	2.52453	9.5001	15.6449	2467.9
