i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
2	81	2.23632	1.60266	2.22516	13.4139	26.1122	2751.85	0.000595121	5.83672
3	81	2.25736	1.59769	2.23098	13.3156	25.8556	2746.08	0.000590512	5.75522
4	81	2.26339	1.59626	2.23307	13.2746	25.7643	2744.01	0.00058887	5.73203
5	81	2.27255	1.59409	2.23603	13.2188	25.6355	2741.09	0.000586551	5.69699
6	81	2.28455	1.59124	2.23971	13.1512	25.4757	2737.45	0.00058367	5.65141
7	81	2.29796	1.58805	2.24352	13.0853	25.3118	2733.7	0.000580712	5.60082
8	81	2.3147	1.58406	2.24825	13.0034	25.1095	2729.03	0.000577053	5.53822
9	81	2.33474	1.57928	2.25388	12.906	24.8706	2723.49	0.000572726	5.46408
10	81	2.35786	1.57375	2.26032	12.7953	24.6002	2717.17	0.000567817	5.37956
11	81	2.38416	1.56745	2.26759	12.6704	24.2981	2710.04	0.00056232	5.2848
12	81	2.41408	1.56026	2.27588	12.5273	23.9579	2701.93	0.000556111	5.17867
13	81	2.44847	1.55196	2.28555	12.3577	23.5668	2692.49	0.00054895	5.05892
14	81	2.48858	1.54224	2.29722	12.1474	23.1034	2681.15	0.000540433	4.92226
15	81	2.54093	1.52946	2.31333	11.8443	22.4774	2665.54	0.000528868	4.74881
16	81	2.61079	1.51224	2.33556	11.4147	21.6406	2644.13	0.000513304	4.52607
17	81	2.6648	1.49878	2.35137	11.1209	21.0637	2628.98	0.000502498	4.36038
18	81	2.73203	1.48185	2.37205	10.7222	20.3312	2609.27	0.000488687	4.16172
19	81	2.79148	1.46672	2.38941	10.3944	19.7357	2592.83	0.000477381	3.99283
20	81	2.86119	1.44878	2.41045	9.98635	19.0363	2573.02	0.000464008	3.80252
21	81	2.92696	1.43164	2.4296	9.61852	18.4206	2555.1	0.000452152	3.63037
22	81	3.00087	1.41213	2.45154	9.18908	17.7392	2534.7	0.000438928	3.44518
23	81	3.07338	1.39273	2.47251	8.78001	17.1112	2515.35	0.000426646	3.27163
24	81	3.15267	1.37121	2.49562	8.32257	16.4438	2494.17	0.000413489	3.09065
25	81	3.2324	1.34923	2.5184	7.87077	15.8111	2473.45	0.000400909	2.91757
26	81	3.3182	1.32519	2.54292	7.37883	15.1568	2451.33	0.000387788	2.74081
27	81	3.40581	1.30022	2.56746	6.88411	14.5285	2429.36	0.000375074	2.56997
28	81	3.49921	1.27311	2.59348	6.35387	13.8906	2406.28	0.000362045	2.39803
29	81	3.59561	1.2446	2.61978	5.81401	13.2739	2383.16	0.000349328	2.23103
30	81	3.69785	1.21376	2.64733	5.24185	12.657	2359.17	0.00033648	2.06484
31	81	3.80415	1.18101	2.6753	4.65521	12.06	2335.06	0.000323918	1.90331
32	81	3.91664	1.14559	2.7043	4.03845	11.4705	2310.31	0.000311385	1.74406
33	81	4.03423	1.1077	2.73371	3.40419	10.9021	2285.49	0.000299171	1.58962
34	81	4.15858	1.06667	2.76385	2.74209	10.3487	2260.31	0.000287146	1.43876
35	81	4.28913	1.02251	2.79419	2.06196	9.82022	2235.27	0.000275536	1.29316
36	81	4.42721	0.974581	2.82475	1.35844	9.31521	2210.32	0.000264317	1.15232
37	81	4.57262	0.92275	2.85489	0.641647	8.84293	2186	0.000253707	1.01748
38	81	4.72645	0.866518	2.88292	0	8.4252	2163.63	0.000244222	0.888481
39	81	4.87712	0.810817	2.88494	0	8.39599	2162.03	0.000243555	0.772644
40	81	5.0253	0.756085	2.8871	0	8.36467	2160.31	0.000242839	0.66658
41	81	5.17776	0.69982	2.8895	0	8.33016	2158.42	0.00024205	0.565545
42	81	5.33958	0.640159	2.89215	0	8.29222	2156.32	0.000241182	0.467239
43	81	5.51504	0.57554	2.89503	0	8.25101	2154.04	0.000240237	0.370958
44	81	5.61168	0.539991	2.89815	0	8.20678	2151.58	0.000239223	0.322528
45	81	5.6987	0.508021	2.90148	0	8.15977	2148.95	0.000238143	0.28177
46	81	5.70626	0.505247	2.90502	0	8.11015	2146.17	0.000237002	0.278364
47	81	5.7188	0.500651	2.90876	0	8.05803	2143.23	0.000235802	0.272788
48	81	5.7452	0.490994	2.9127	0	8.00343	2140.13	0.000234543	0.261289
49	81	5.77694	0.479402	2.91685	0	7.94631	2136.88	0.000233224	0.247847
50	81	5.81097	0.466994	2.92123	0	7.88653	2133.45	0.000231841	0.233887
51	81	5.84644	0.454083	2.92586	0	7.82388	2129.83	0.00023039	0.219825
52	81	5.8846	0.440218	2.93076	0	7.75807	2126.01	0.000228862	0.205247
53	81	5.92346	0.426125	2.93597	0	7.68873	2121.96	0.00022725	0.19098
54	81	5.96291	0.411847	2.94153	0	7.61544	2117.64	0.000225543	0.177088
55	81	6.00288	0.397415	2.94748	0	7.53772	2113.03	0.000223729	0.163621
56	81	6.04375	0.382695	2.95388	0	7.45508	2108.08	0.000221795	0.150477
57	81	6.08538	0.367735	2.96078	0	7.36701	2102.76	0.000219729	0.13773
58	81	6.12726	0.352728	2.96824	0	7.273	2097.03	0.000217518	0.125559
59	81	6.16935	0.337693	2.97632	0	7.17259	2090.84	0.00021515	0.113982
60	81	6.2116	0.322644	2.98506	0	7.06539	2084.16	0.000212614	0.10301
61	81	6.25401	0.307594	2.99454	0	6.95112	2076.95	0.000209902	0.0926524
62	81	6.29655	0.292552	3.00479	0	6.82967	2069.18	0.000207009	0.082911
63	81	6.3392	0.277529	3.01584	0	6.70112	2060.84	0.000203935	0.0737866
64	81	6.38215	0.262466	3.02771	0	6.56582	2051.92	0.000200685	0.06524
65	81	6.42542	0.247363	3.04038	0	6.42441	2042.44	0.000197274	0.0572677
66	81	6.46873	0.232314	3.05382	0	6.27784	2032.45	0.000193722	0.0499106
67	81	6.51209	0.217328	3.06795	0	6.1274	2021.99	0.000190057	0.0431563
68	81	6.55547	0.20241	3.08266	0	5.97468	2011.17	0.000186317	0.0369885
69	81	6.59887	0.187566	3.09781	0	5.82152	2000.1	0.000182546	0.0313882
70	81	6.64229	0.172798	3.1132	0	5.66998	1988.91	0.000178794	0.0263335
71	81	6.68573	0.158104	3.12863	0	5.52223	1977.78	0.000175115	0.021801
72	81	6.72919	0.143485	3.14382	0	5.38049	1966.88	0.000171566	0.0177663
73	81	6.77266	0.128937	3.15853	0	5.2469	1956.39	0.000168203	0.0142045
74	81	6.81615	0.114456	3.17246	0	5.1235	1946.52	0.00016508	0.0110915
75	81	6.85966	0.100036	3.18533	0	5.01209	1937.44	0.000162247	0.00840367
76	81	6.9032	0.0856715	3.19688	0	4.91424	1929.34	0.000159748	0.00611949
77	81	6.94675	0.0713539	3.20687	0	4.83124	1922.36	0.000157619	0.00421943
78	81	6.99031	0.0570751	3.21508	0	4.76406	1916.65	0.000155891	0.00268661
79	81	7.0339	0.0428259	3.22136	0	4.71338	1912.3	0.000154584	0.00150717
80	81	7.07765	0.0285497	3.22558	0	4.67957	1909.37	0.00015371	0.00066826
81	81	7.12145	0.014273	3.2277	0	4.66274	1907.91	0.000153275	0.000166862
82	81	7.16525	0	3.2277	0	4.66274	1907.91	0.000153275	0

0	82	2.26594	1.62515	2.22832	13.3496	25.9724	2748.71	0.000592612	5.96498
1	82	2.28485	1.62067	2.23351	13.2615	25.7452	2743.58	0.000588526	5.89102
2	82	2.29093	1.61923	2.23559	13.2205	25.6546	2741.52	0.000586894	5.86739
3	82	2.30016	1.61704	2.23853	13.1647	25.5268	2738.62	0.000584591	5.83171
4	82	2.31223	1.61416	2.24221	13.0971	25.3683	2734.99	0.000581731	5.78533
5	82	2.32573	1.61095	2.246	13.0311	25.2057	2731.26	0.000578794	5.73388
6	82	2.34257	1.60693	2.25071	12.949	25.005	2726.62	0.000575161	5.67023
7	82	2.36273	1.60211	2.25632	12.8515	24.768	2721.1	0.000570865	5.59483
8	82	2.38599	1.59654	2.26272	12.7406	24.4998	2714.81	0.000565992	5.50889
9	82	2.41244	1.59019	2.26996	12.6155	24.2002	2707.72	0.000560534	5.41252
10	82	2.44254	1.58294	2.27822	12.472	23.8627	2699.65	0.00055437	5.30459
11	82	2.47714	1.57457	2.28785	12.3022	23.4747	2690.25	0.00054726	5.18277
12	82	2.5175	1.56477	2.29947	12.0917	23.0149	2678.96	0.000538802	5.0437
13	82	2.57023	1.55188	2.31552	11.7885	22.3937	2663.42	0.000527317	4.86705
14	82	2.6406	1.53448	2.33765	11.359	21.5632	2642.11	0.000511858	4.64008
15	82	2.69498	1.5209	2.3534	11.065	20.9907	2627.04	0.000501126	4.47134
16	82	2.76268	1.50381	2.374	10.6663	20.2636	2607.43	0.000487408	4.26889
17	82	2.82253	1.48854	2.39128	10.3385	19.6726	2591.07	0.000476179	4.09682
18	82	2.89273	1.47043	2.41223	9.93058	18.9783	2571.35	0.000462895	3.90283
19	82	2.95895	1.45312	2.4313	9.56278	18.3671	2553.52	0.000451117	3.72735
20	82	3.03338	1.43343	2.45314	9.13355	17.6906	2533.23	0.000437981	3.5385
21	82	3.10638	1.41384	2.47401	8.72464	17.0671	2513.97	0.00042578	3.36151
22	82	3.18623	1.3921	2.49701	8.26753	16.4045	2492.9	0.000412709	3.17687
23	82	3.26651	1.36991	2.51969	7.81607	15.7762	2472.29	0.000400211	3.00026
24	82	3.3529	1.34564	2.54408	7.32463	15.1264	2450.28	0.000387175	2.81983
25	82	3.44112	1.32042	2.56851	6.83047	14.5025	2428.43	0.000374543	2.64541
26	82	3.53517	1.29305	2.59439	6.30098	13.8689	2405.48	0.000361599	2.4698
27	82	3.63223	1.26426	2.62055	5.76198	13.2564	2382.49	0.000348964	2.2992
28	82	3.73518	1.23311	2.64795	5.1909	12.6437	2358.64	0.0003362	2.12935
29	82	3.8422	1.20004	2.67575	4.60553	12.0507	2334.68	0.000323721	1.96419
30	82	3.95546	1.16428	2.70457	3.99034	11.4651	2310.09	0.000311271	1.80131
31	82	4.07384	1.12604	2.73378	3.35795	10.9007	2285.42	0.000299139	1.64328
32	82	4.19903	1.08462	2.76372	2.69815	10.351	2260.42	0.000287197	1.48882
33	82	4.33043	1.04005	2.79383	2.0208	9.82632	2235.56	0.000275671	1.33968
34	82	4.46942	0.991697	2.82414	1.32072	9.32503	2210.81	0.000264536	1.19532
35	82	4.61575	0.93942	2.854	0.608168	8.85644	2186.71	0.000254012	1.05701
36	82	4.77043	0.88279	2.88077	0	8.45654	2165.34	0.000244937	0.924583
37	82	4.92106	0.827059	2.88285	0	8.42622	2163.68	0.000244245	0.806137
38	82	5.06919	0.772298	2.88498	0	8.3954	2162	0.000243541	0.697546
39	82	5.2216	0.716001	2.88724	0	8.36273	2160.21	0.000242795	0.593933
40	82	5.38337	0.656304	2.88969	0	8.32741	2158.26	0.000241987	0.492911
41	82	5.55876	0.591644	2.89236	0	8.28914	2156.15	0.000241111	0.393709
42	82	5.65538	0.556065	2.89525	0	8.24788	2153.87	0.000240165	0.343675
43	82	5.74237	0.524067	2.89837	0	8.20373	2151.41	0.000239152	0.301478
44	82	5.74996	0.521281	2.90169	0	8.15683	2148.79	0.000238075	0.297935
45	82	5.76253	0.51667	2.90522	0	8.1073	2146.01	0.000236936	0.292139
46	82	5.78894	0.506994	2.90896	0	8.05523	2143.07	0.000235737	0.280194
47	82	5.82069	0.495381	2.9129	0	8.00062	2139.97	0.000234478	0.26622
48	82	5.85473	0.48295	2.91706	0	7.94341	2136.71	0.000233157	0.251691
49	82	5.8902	0.470014	2.92146	0	7.88346	2133.27	0.00023177	0.237039
50	82	5.92837	0.456122	2.92611	0	7.82056	2129.64	0.000230313	0.221831
51	82	5.96724	0.442001	2.93103	0	7.75441	2125.8	0.000228777	0.206925
52	82	6.0067	0.427692	2.93628	0	7.68466	2121.72	0.000227156	0.192388
53	82	6.04668	0.413228	2.94187	0	7.6109	2117.37	0.000225437	0.17827
54	82	6.08755	0.398472	2.94787	0	7.53266	2112.73	0.00022361	0.164466
55	82	6.12919	0.383475	2.95432	0	7.44945	2107.74	0.000221663	0.15105
56	82	6.17108	0.368427	2.96127	0	7.36079	2102.39	0.000219583	0.13821
57	82	6.21317	0.353348	2.96878	0	7.26618	2096.61	0.000217358	0.125965
58	82	6.25543	0.338251	2.97691	0	7.1652	2090.38	0.000214976	0.114329
59	82	6.29785	0.32315	2.98571	0	7.05749	2083.66	0.000212427	0.10331
60	82	6.34039	0.308053	2.99524	0	6.9428	2076.42	0.000209704	0.0929131
61	82	6.38306	0.292971	3.00552	0	6.82107	2068.62	0.000206804	0.0831395
62	82	6.42602	0.277846	3.01659	0	6.69244	2060.27	0.000203726	0.0739494
63	82	6.46929	0.262675	3.02846	0	6.55729	2051.35	0.00020048	0.065341
64	82	6.51261	0.247555	3.04111	0	6.4163	2041.89	0.000197078	0.0573608
65	82	6.55597	0.232495	3.0545	0	6.27047	2031.94	0.000193542	0.0499987
66	82	6.59936	0.2175	3.06855	0	6.12108	2021.55	0.000189903	0.0432406
67	82	6.64277	0.202577	3.08314	0	5.96974	2010.82	0.000186196	0.0370693
68	82	6.68619	0.187728	3.09814	0	5.81825	1999.86	0.000182465	0.031465
69	82	6.72963	0.172953	3.11334	0	5.66863	1988.81	0.00017876	0.0264054
70	82	6.77309	0.158254	3.12855	0	5.52299	1977.84	0.000175134	0.0218671
71	82	6.81656	0.143628	3.1435	0	5.38347	1967.11	0.000171641	0.0178256
72	82	6.86005	0.129073	3.15794	0	5.25214	1956.81	0.000168335	0.0142565
73	82	6.90355	0.114584	3.17161	0	5.13094	1947.12	0.000165269	0.0111356
74	82	6.94708	0.100155	3.18422	0	5.02161	1938.22	0.00016249	0.00843988
75	82	6.99062	0.085781	3.19552	0	4.92566	1930.29	0.00016004	0.00614798
76	82	7.03418	0.0714537	3.20529	0	4.84429	1923.47	0.000157955	0.00424069
77	82	7.07775	0.0571649	3.21331	0	4.77846	1917.88	0.000156262	0.00270141
78	82	7.12148	0.0428585	3.21944	0	4.7288	1913.62	0.000154982	0.00151313
79	82	7.16527	0.0285616	3.22357	0	4.69567	1910.77	0.000154126	0.000670478
80	82	7.20905	0.0142784	3.22563	0	4.67918	1909.34	0.0001537	0.000167407
81	82	7.25284	0	3.22563	0	4.67918	1909.34	0.0001537	0

0	83	2.32833	1.63982	2.24115	13.1086	25.4139	2736.04	0.000582554	5.9658
1	83	2.33996	1.63705	2.24465	13.0439	25.2635	2732.59	0.000579838	5.92068
2	83	2.35353	1.63381	2.24842	12.9777	25.1022	2728.87	0.000576921	5.86837
3	83	2.37048	1.62976	2.25311	12.8956	24.9031	2724.25	0.000573315	5.80365
4	83	2.39076	1.6249	2.2587	12.7979	24.668	2718.76	0.000569049	5.727
5	83	2.41416	1.61929	2.26508	12.6868	24.4019	2712.5	0.00056421	5.63962
6	83	2.44076	1.61289	2.27229	12.5614	24.1046	2705.44	0.000558791	5.54165
7	83	2.47104	1.60558	2.28051	12.4177	23.7698	2697.41	0.00055267	5.4319
8	83	2.50585	1.59715	2.29011	12.2476	23.3848	2688.06	0.000545609	5.30801
9	83	2.54647	1.58726	2.30167	12.037	22.9286	2676.82	0.00053721	5.1665
10	83	2.59956	1.57425	2.31766	11.7337	22.312	2661.36	0.000525802	4.98663
11	83	2.67045	1.55669	2.33971	11.3043	21.4877	2640.14	0.000510446	4.75541
12	83	2.72518	1.54299	2.35538	11.0102	20.9194	2625.14	0.000499786	4.58361
13	83	2.79337	1.52574	2.3759	10.6116	20.1977	2605.62	0.000486158	4.37734
14	83	2.85361	1.51033	2.39311	10.2838	19.611	2589.34	0.000475004	4.20207
15	83	2.92431	1.49204	2.41397	9.87594	18.9216	2569.72	0.000461807	4.00436
16	83	2.99098	1.47457	2.43296	9.50821	18.3149	2551.97	0.000450106	3.82554
17	83	3.06592	1.45469	2.4547	9.0792	17.6431	2531.78	0.000437055	3.633
18	83	3.13942	1.43491	2.47548	8.67049	17.024	2512.62	0.000424933	3.45255
19	83	3.21982	1.41296	2.49838	8.21373	16.3659	2491.65	0.000411946	3.26422
20	83	3.30065	1.39056	2.52094	7.76264	15.742	2471.15	0.000399528	3.08407
21	83	3.38764	1.36605	2.54523	7.27173	15.0967	2449.26	0.000386575	2.89995
22	83	3.47646	1.34059	2.56953	6.77817	14.4769	2427.52	0.000374024	2.72192
23	83	3.57116	1.31295	2.59528	6.24944	13.8476	2404.7	0.000361162	2.54261
24	83	3.66888	1.28389	2.6213	5.71133	13.2392	2381.84	0.000348607	2.36837
25	83	3.77254	1.25244	2.64855	5.14136	12.6305	2358.12	0.000335925	2.19483
26	83	3.88029	1.21905	2.67619	4.55728	12.0415	2334.3	0.000323526	2.02603
27	83	3.99431	1.18295	2.70484	3.94369	11.4598	2309.86	0.000311157	1.85949
28	83	4.11349	1.14435	2.73386	3.31318	10.8991	2285.35	0.000299106	1.69783
29	83	4.23951	1.10255	2.7636	2.65569	10.3532	2260.53	0.000287246	1.53975
30	83	4.37177	1.05758	2.79348	1.98113	9.8322	2235.85	0.000275801	1.38703
31	83	4.51165	1.0088	2.82355	1.28448	9.33454	2211.29	0.000264749	1.23912
32	83	4.6589	0.956077	2.85314	0.576124	8.86955	2187.4	0.000254308	1.09732
33	83	4.81439	0.899069	2.87861	0	8.48816	2167.06	0.000245658	0.961459
34	83	4.96497	0.843308	2.88073	0	8.45714	2165.37	0.000244951	0.840385
35	83	5.11306	0.788517	2.88285	0	8.42622	2163.68	0.000244245	0.729247
36	83	5.26543	0.732189	2.88505	0	8.39442	2161.95	0.000243519	0.623046
37	83	5.42715	0.672458	2.88737	0	8.36086	2160.11	0.000242752	0.519304
38	83	5.60248	0.607759	2.88986	0	8.32494	2158.13	0.00024193	0.417183
39	83	5.69907	0.572153	2.89256	0	8.28633	2156	0.000241047	0.365546
40	83	5.78604	0.540128	2.89546	0	8.24494	2153.7	0.000240098	0.32191
41	83	5.79365	0.53733	2.89857	0	8.20079	2151.25	0.000239085	0.31823
42	83	5.80624	0.532706	2.9019	0	8.15394	2148.63	0.000238009	0.312213
43	83	5.83266	0.523012	2.90542	0	8.10446	2145.85	0.000236871	0.299821
44	83	5.86442	0.511378	2.90916	0	8.0524	2142.91	0.000235672	0.285312
45	83	5.89847	0.498925	2.91311	0	7.99775	2139.81	0.000234412	0.270212
46	83	5.93396	0.485966	2.91728	0	7.94043	2136.54	0.000233088	0.254968
47	83	5.97213	0.472049	2.92169	0	7.88031	2133.09	0.000231697	0.239127
48	83	6.01101	0.4579	2.92636	0	7.81715	2129.45	0.000230234	0.223578
49	83	6.05047	0.443563	2.93131	0	7.75067	2125.58	0.000228691	0.208392
50	83	6.09046	0.429067	2.93659	0	7.68052	2121.48	0.000227059	0.19362
51	83	6.13133	0.414278	2.94223	0	7.60629	2117.1	0.00022533	0.17915
52	83	6.17298	0.399245	2.94827	0	7.52753	2112.42	0.00022349	0.165061
53	83	6.21487	0.384159	2.95476	0	7.44377	2107.4	0.00022153	0.151547
54	83	6.25697	0.369038	2.96177	0	7.35453	2102.01	0.000219436	0.13863
55	83	6.29924	0.353898	2.96933	0	7.25936	2096.19	0.000217197	0.126324
56	83	6.34166	0.338749	2.97751	0	7.15783	2089.93	0.000214802	0.114638
57	83	6.38422	0.323601	2.98636	0	7.04964	2083.17	0.000212241	0.103577
58	83	6.42689	0.308464	2.99593	0	6.93457	2075.89	0.000209508	0.093146
59	83	6.46985	0.293279	3.00624	0	6.81261	2068.08	0.000206602	0.0833026
60	83	6.51313	0.278045	3.01733	0	6.68394	2059.71	0.000203523	0.0740466
61	83	6.55646	0.262858	3.0292	0	6.54898	2050.8	0.00020028	0.0654303
62	83	6.59983	0.247727	3.04182	0	6.40847	2041.36	0.000196889	0.0574455
63	83	6.64322	0.232658	3.05516	0	6.2634	2031.45	0.000193371	0.0500805
64	83	6.68664	0.217658	3.06912	0	6.1151	2021.13	0.000189756	0.04332
65	83	6.73007	0.20273	3.08359	0	5.96514	2010.49	0.000186083	0.037146
66	83	6.77351	0.187876	3.09843	0	5.81531	1999.64	0.000182392	0.0315381
67	83	6.81697	0.173097	3.11345	0	5.66758	1988.73	0.000178734	0.026474
68	83	6.86044	0.158392	3.12844	0	5.524	1977.92	0.000175159	0.0219302
69	83	6.90393	0.14376	3.14315	0	5.38664	1967.36	0.00017172	0.0178823
70	83	6.94743	0.129198	3.15735	0	5.25749	1957.23	0.00016847	0.0143061
71	83	6.99095	0.114701	3.17075	0	5.13842	1947.72	0.000165459	0.0111777
72	83	7.03448	0.100265	3.18311	0	5.0311	1939	0.000162731	0.00847442
73	83	7.07803	0.085882	3.19418	0	4.93696	1931.23	0.000160329	0.00617515
74	83	7.12159	0.0715457	3.20373	0	4.85717	1924.55	0.000158285	0.00426097
75	83	7.16531	0.0572005	3.21158	0	4.79262	1919.09	0.000156627	0.00271099
76	83	7.20908	0.042874	3.21757	0	4.74394	1914.93	0.000155373	0.00151783
77	83	7.25285	0.028571	3.2216	0	4.71147	1912.13	0.000154534	0.000672553
78	83	7.29663	0.0142827	3.22361	0	4.6953	1910.73	0.000154117	0.000167918
79	83	7.3404	0	3.22361	0	4.6953	1910.73	0.000154117	0

0	84	2.39111	1.6543	2.25347	12.8782	24.8882	2723.9	0.000573045	5.96662
1	84	2.39842	1.65255	2.25547	12.8429	24.8036	2721.93	0.000571511	5.9385
2	84	2.41882	1.64766	2.26103	12.7451	24.5704	2716.47	0.000567275	5.86058
3	84	2.44236	1.642	2.26739	12.6338	24.3064	2710.24	0.00056247	5.77175
4	84	2.46912	1.63555	2.27457	12.5082	24.0114	2703.21	0.000557088	5.67216
5	84	2.49958	1.62818	2.28276	12.3643	23.6791	2695.22	0.000551009	5.56059
6	84	2.53459	1.61969	2.29231	12.194	23.2971	2685.91	0.000543997	5.43461
7	84	2.57547	1.60972	2.30383	11.9832	22.8443	2674.73	0.000535655	5.29066
8	84	2.62893	1.59659	2.31976	11.6798	22.2323	2659.33	0.000524322	5.10756
9	84	2.70034	1.57886	2.34172	11.2506	21.414	2638.21	0.000509066	4.87205
10	84	2.75543	1.56503	2.35733	10.9564	20.8499	2623.28	0.000498477	4.69717
11	84	2.8241	1.54762	2.37777	10.5579	20.1333	2603.85	0.000484937	4.48705
12	84	2.88473	1.53207	2.3949	10.23	19.5508	2587.65	0.000473855	4.30857
13	84	2.95592	1.51361	2.41568	9.82239	18.8663	2568.12	0.000460743	4.10712
14	84	3.02303	1.49599	2.43458	9.45474	18.2638	2550.46	0.000449117	3.92494
15	84	3.09849	1.47591	2.45624	9.02599	17.5967	2530.36	0.00043615	3.72869
16	84	3.17249	1.45595	2.47692	8.61751	16.9818	2511.3	0.000424104	3.54476
17	84	3.25345	1.43379	2.49972	8.16113	16.3283	2490.43	0.000411199	3.35271
18	84	3.33482	1.41117	2.52218	7.71044	15.7085	2470.03	0.000398859	3.16899
19	84	3.42241	1.38643	2.54635	7.22008	15.0675	2448.25	0.000385987	2.98115
20	84	3.51183	1.36073	2.57053	6.72714	14.4519	2426.63	0.000373515	2.79949
21	84	3.60718	1.33282	2.59615	6.19921	13.8267	2403.93	0.000360733	2.61646
22	84	3.70557	1.30348	2.62204	5.66201	13.2223	2381.19	0.000348257	2.43855
23	84	3.80993	1.27173	2.64914	5.09316	12.6176	2357.61	0.000335654	2.26129
24	84	3.91841	1.23804	2.67663	4.51041	12.0324	2333.92	0.000323334	2.08882
25	84	4.0332	1.2016	2.7051	3.89842	11.4546	2309.63	0.000311044	1.91858
26	84	4.15316	1.16264	2.73395	3.26982	10.8976	2285.28	0.000299072	1.75327
27	84	4.28002	1.12046	2.76348	2.61464	10.3553	2260.62	0.000287291	1.59154
28	84	4.41314	1.07509	2.79315	1.94286	9.83786	2236.12	0.000275926	1.43522
29	84	4.55392	1.02588	2.82298	1.24962	9.34376	2211.76	0.000264954	1.28373
30	84	4.70208	0.972724	2.85231	0.545429	8.88229	2188.07	0.000254596	1.1384
31	84	4.85834	0.915355	2.87648	0	8.51937	2168.75	0.000246369	0.999116
32	84	5.00887	0.859564	2.87861	0	8.48821	2167.06	0.000245659	0.8754
33	84	5.15691	0.804743	2.88073	0	8.45717	2165.37	0.000244951	0.7617
34	84	5.30924	0.748384	2.88289	0	8.42575	2163.66	0.000244234	0.652897
35	84	5.4709	0.68862	2.88513	0	8.39325	2161.88	0.000243492	0.546427
36	84	5.64618	0.623884	2.88749	0	8.35904	2160	0.00024271	0.441381
37	84	5.74274	0.588253	2.89002	0	8.32262	2158	0.000241877	0.38814
38	84	5.8297	0.556202	2.89274	0	8.28371	2155.85	0.000240986	0.343065
39	84	5.83733	0.553393	2.89566	0	8.24216	2153.55	0.000240034	0.339247
40	84	5.84994	0.548756	2.89877	0	8.19795	2151.09	0.00023902	0.333011
41	84	5.87637	0.539045	2.9021	0	8.15109	2148.47	0.000237944	0.32017
42	84	5.90814	0.527393	2.90563	0	8.10162	2145.69	0.000236806	0.305126
43	84	5.9422	0.514919	2.90937	0	8.04955	2142.75	0.000235606	0.289453
44	84	5.97769	0.501937	2.91332	0	7.99484	2139.64	0.000234344	0.273615
45	84	6.01587	0.487996	2.9175	0	7.9374	2136.37	0.000233018	0.257136
46	84	6.05475	0.473821	2.92193	0	7.87708	2132.91	0.000231622	0.240942
47	84	6.09423	0.459456	2.92662	0	7.81367	2129.24	0.000230153	0.225103
48	84	6.13422	0.444931	2.9316	0	7.74686	2125.36	0.000228602	0.209674
49	84	6.1751	0.430111	2.93691	0	7.67631	2121.23	0.000226961	0.194535
50	84	6.21675	0.415044	2.94258	0	7.60162	2116.83	0.000225221	0.179768
51	84	6.25865	0.399922	2.94867	0	7.52235	2112.11	0.000223369	0.165576
52	84	6.30075	0.384763	2.95521	0	7.43805	2107.06	0.000221396	0.151982
53	84	6.34303	0.36958	2.96226	0	7.34825	2101.62	0.000219288	0.139
54	84	6.38546	0.354387	2.96988	0	7.25252	2095.77	0.000217036	0.12664
55	84	6.42802	0.339191	2.97811	0	7.15048	2089.47	0.000214628	0.11491
56	84	6.4707	0.324002	2.987	0	7.04184	2082.68	0.000212056	0.103814
57	84	6.51367	0.308762	2.99661	0	6.92644	2075.38	0.000209315	0.0933085
58	84	6.55695	0.293469	3.00695	0	6.80429	2067.54	0.000206403	0.083395
59	84	6.60029	0.278218	3.01806	0	6.67562	2059.17	0.000203323	0.074131
60	84	6.64367	0.263019	3.02992	0	6.54091	2050.26	0.000200086	0.0655103
61	84	6.68707	0.24788	3.04251	0	6.40091	2040.85	0.000196706	0.0575234
62	84	6.73049	0.232807	3.05579	0	6.25665	2030.98	0.000193206	0.0501569
63	84	6.77392	0.217802	3.06966	0	6.10944	2020.73	0.000189618	0.043395
64	84	6.81737	0.20287	3.08401	0	5.96086	2010.18	0.000185978	0.0372188
65	84	6.86083	0.188012	3.0987	0	5.81268	1999.45	0.000182328	0.0316077
66	84	6.90431	0.173229	3.11353	0	5.66681	1988.68	0.000178715	0.0265394
67	84	6.94779	0.158519	3.12831	0	5.52524	1978.01	0.00017519	0.0219903
68	84	6.99129	0.143882	3.14279	0	5.38998	1967.61	0.000171804	0.0179363
69	84	7.03481	0.129313	3.15674	0	5.26294	1957.66	0.000168608	0.0143534
70	84	7.07833	0.114809	3.1699	0	5.14593	1948.33	0.000165649	0.0112179
71	84	7.12187	0.100365	3.18201	0	5.04054	1939.77	0.000162972	0.00850736
72	84	7.16543	0.0859747	3.19285	0	4.94814	1932.16	0.000160615	0.00620106
73	84	7.20914	0.0715828	3.2022	0	4.86986	1925.62	0.000158611	0.00427455
74	84	7.25289	0.0572183	3.20987	0	4.80656	1920.27	0.000156985	0.00271878
75	84	7.29665	0.0428865	3.21573	0	4.75881	1916.2	0.000155756	0.00152224
76	84	7.34041	0.0285788	3.21967	0	4.72697	1913.47	0.000154935	0.000674514
77	84	7.38416	0.0142863	3.22164	0	4.71111	1912.1	0.000154525	0.000168406
