i	j	x,in	r,in	mach	theta	pres,psi	temp,R	Density,slug/ft3	massflow
65	5	0.247104	0.520167	1.13388	0.921513	136.636	3912.22	0.00219043	1.58294
66	5	0.25385	0.508062	1.13594	0.89559	136.291	3910.12	0.00218607	1.50903
67	5	0.260662	0.495923	1.13806	0.867791	135.936	3907.95	0.00218158	1.43671
68	5	0.267536	0.483757	1.14026	0.837983	135.57	3905.71	0.00217695	1.36602
69	5	0.274473	0.471568	1.14252	0.806026	135.192	3903.4	0.00217218	1.29702
70	5	0.281469	0.459362	1.14485	0.771768	134.804	3901.01	0.00216726	1.22973
71	5	0.288522	0.447142	1.14725	0.73505	134.404	3898.54	0.0021622	1.16419
72	5	0.295632	0.434914	1.14973	0.695702	133.991	3896	0.00215697	1.10044
73	5	0.302795	0.422682	1.15229	0.653543	133.567	3893.38	0.0021516	1.03849
74	5	0.31001	0.410451	1.15492	0.608384	133.131	3890.67	0.00214606	0.978376
75	5	0.317274	0.398226	1.15764	0.560019	132.682	3887.88	0.00214036	0.920115
76	5	0.324586	0.386011	1.16043	0.508233	132.221	3885	0.0021345	0.863727
77	5	0.331942	0.37381	1.16331	0.452791	131.748	3882.04	0.00212848	0.809225
78	5	0.339341	0.361628	1.16626	0.393439	131.261	3878.99	0.00212229	0.756621
79	5	0.346779	0.349469	1.1693	0.329901	130.763	3875.85	0.00211594	0.705924
80	5	0.354254	0.337336	1.17242	0.261873	130.252	3872.62	0.00210943	0.657141
81	5	0.36178	0.325199	1.17489	0.208262	129.849	3870.08	0.0021043	0.610128
82	5	0.369311	0.313104	1.17615	0.183585	129.643	3868.77	0.00210166	0.565034
83	5	0.376798	0.301117	1.17766	0.151828	129.397	3867.21	0.00209853	0.522058
84	5	0.384267	0.289197	1.17889	0.125901	129.196	3865.93	0.00209596	0.481012
85	5	0.391743	0.277302	1.18063	0.085844	128.913	3864.13	0.00209234	0.441736
86	5	0.399224	0.265437	1.18196	0.0546286	128.696	3862.74	0.00208957	0.404235
87	5	0.406722	0.253588	1.18399	0.00384557	128.367	3860.65	0.00208536	0.368451
88	5	0.414236	0.241779	1.18649	0	127.961	3858.05	0.00208017	0.334446
89	5	0.421781	0.230031	1.1905	0	127.312	3853.88	0.00207186	0.302257
90	5	0.429366	0.218372	1.19557	0	126.494	3848.6	0.00206137	0.271939
91	5	0.436996	0.206821	1.20134	0	125.568	3842.59	0.00204947	0.243502
92	5	0.44467	0.19539	1.20758	0	124.569	3836.07	0.00203662	0.21693
93	5	0.452388	0.184085	1.21416	0	123.521	3829.19	0.00202312	0.192187
94	5	0.460149	0.172912	1.221	0	122.438	3822.02	0.00200914	0.169232
95	5	0.46795	0.161874	1.22804	0	121.328	3814.63	0.00199478	0.148014
96	5	0.475786	0.150974	1.23525	0	120.197	3807.05	0.00198013	0.128482
97	5	0.483656	0.140214	1.24261	0	119.05	3799.29	0.00196523	0.110583
98	5	0.491554	0.129596	1.25011	0	117.888	3791.38	0.00195011	0.0942613
99	5	0.499477	0.119124	1.25772	0	116.715	3783.32	0.00193482	0.079462
100	5	0.507419	0.108797	1.26545	0	115.532	3775.14	0.00191935	0.0661293
101	5	0.515375	0.0986204	1.27328	0	114.34	3766.83	0.00190375	0.0542074
102	5	0.523341	0.0885946	1.2812	0	113.142	3758.4	0.00188802	0.0436401
103	5	0.53131	0.0787226	1.28922	0	111.938	3749.86	0.00187219	0.0343711
104	5	0.539278	0.0690069	1.29731	0	110.731	3741.23	0.00185627	0.0263439
105	5	0.547237	0.0594502	1.30548	0	109.521	3732.5	0.00184028	0.0195021
106	5	0.555181	0.0500552	1.31371	0	108.31	3723.69	0.00182424	0.0137889
107	5	0.563103	0.040825	1.322	0	107.1	3714.8	0.00180817	0.00914787
108	5	0.570996	0.0317627	1.33034	0	105.891	3705.85	0.00179209	0.00552221
109	5	0.578853	0.0228715	1.33871	0	104.686	3696.84	0.00177601	0.00285527
110	5	0.586653	0.0141696	1.34714	0	103.484	3687.77	0.00175992	0.00109268
111	5	0.593825	0.00627218	1.35452	0	102.437	3679.81	0.0017459	0.000213277
112	5	0.594591	0.00543768	1.35979	0	101.695	3674.13	0.00173593	0.000160212
113	5	0.596509	0.00335968	1.36242	0	101.326	3671.29	0.00173097	6.11347e-05
114	5	0.599618	0	1.36242	0	101.326	3671.29	0.00173097	0

0	6	0.0036213	1.00001	1.13929	0.259357	135.732	3906.7	0.002179	5.93292
1	6	0.00428356	0.998807	1.13861	0.275382	135.844	3907.39	0.00218042	5.91876
2	6	0.00504772	0.997418	1.13785	0.293611	135.972	3908.17	0.00218204	5.9024
3	6	0.00591379	0.99584	1.13699	0.313937	136.115	3909.05	0.00218384	5.88384
4	6	0.0068818	0.994071	1.13606	0.336241	136.272	3910	0.00218583	5.86307
5	6	0.0079518	0.992111	1.13504	0.360394	136.442	3911.04	0.00218797	5.84008
6	6	0.00912383	0.989958	1.13396	0.386259	136.624	3912.15	0.00219027	5.81486
7	6	0.010398	0.987609	1.1328	0.413686	136.817	3913.32	0.00219271	5.7874
8	6	0.0117743	0.985063	1.13159	0.442523	137.02	3914.56	0.00219527	5.75769
9	6	0.0132528	0.982317	1.13033	0.472608	137.232	3915.85	0.00219795	5.72573
10	6	0.0148337	0.97937	1.12903	0.503775	137.452	3917.18	0.00220072	5.69151
11	6	0.0165171	0.976219	1.12768	0.535855	137.677	3918.54	0.00220356	5.65501
12	6	0.0183029	0.972863	1.12631	0.568678	137.908	3919.94	0.00220647	5.61623
13	6	0.0201915	0.969298	1.12492	0.602069	138.142	3921.35	0.00220942	5.57517
14	6	0.0221829	0.965522	1.12352	0.635857	138.379	3922.78	0.0022124	5.53183
15	6	0.0242772	0.961533	1.12211	0.66987	138.616	3924.21	0.00221538	5.48619
16	6	0.0264746	0.957329	1.12071	0.703939	138.853	3925.63	0.00221836	5.43828
17	6	0.0287753	0.952907	1.11933	0.7379	139.087	3927.04	0.00222131	5.38808
18	6	0.0311793	0.948266	1.11796	0.771593	139.318	3928.42	0.00222421	5.33561
19	6	0.0336868	0.943403	1.11663	0.804864	139.544	3929.78	0.00222705	5.28088
20	6	0.0362979	0.938317	1.11533	0.837565	139.764	3931.09	0.00222981	5.22391
21	6	0.0390128	0.933005	1.11408	0.869556	139.976	3932.36	0.00223247	5.16472
22	6	0.0418315	0.927468	1.11288	0.900708	140.179	3933.57	0.00223502	5.10333
23	6	0.0447543	0.921703	1.11175	0.930897	140.372	3934.72	0.00223745	5.03979
24	6	0.0477811	0.915711	1.11068	0.960012	140.553	3935.8	0.00223973	4.97413
25	6	0.050912	0.90949	1.10968	0.987951	140.723	3936.81	0.00224185	4.9064
26	6	0.0541471	0.903041	1.10877	1.01462	140.879	3937.74	0.00224381	4.83664
27	6	0.0574863	0.896365	1.10793	1.03995	141.02	3938.58	0.00224558	4.76492
28	6	0.0609297	0.889462	1.10719	1.06385	141.147	3939.33	0.00224717	4.69131
29	6	0.0644771	0.882335	1.10654	1.08628	141.257	3939.99	0.00224855	4.61587
30	6	0.0681286	0.874984	1.10599	1.10719	141.352	3940.55	0.00224974	4.53868
31	6	0.0718839	0.867412	1.10553	1.12654	141.429	3941.01	0.00225071	4.45983
32	6	0.0757429	0.859623	1.10518	1.14431	141.49	3941.36	0.00225147	4.37942
33	6	0.0797053	0.851619	1.10492	1.16047	141.533	3941.62	0.00225201	4.29752
34	6	0.0837709	0.843404	1.10477	1.17504	141.558	3941.77	0.00225233	4.21425
35	6	0.0879393	0.834982	1.10473	1.188	141.566	3941.82	0.00225243	4.12972
36	6	0.0922102	0.826358	1.10478	1.19938	141.557	3941.76	0.00225231	4.04402
37	6	0.096583	0.817537	1.10494	1.2092	141.531	3941.61	0.00225198	3.95728
38	6	0.101057	0.808524	1.10519	1.21747	141.487	3941.35	0.00225144	3.8696
39	6	0.105633	0.799323	1.10554	1.22425	141.428	3941	0.00225069	3.78111
40	6	0.110308	0.789941	1.10599	1.22956	141.352	3940.55	0.00224974	3.69191
41	6	0.115084	0.780384	1.10652	1.23345	141.261	3940.01	0.0022486	3.60213
42	6	0.119958	0.770657	1.10714	1.23597	141.155	3939.38	0.00224727	3.51188
43	6	0.12493	0.760766	1.10785	1.23716	141.034	3938.66	0.00224576	3.42128
44	6	0.13	0.750718	1.10864	1.23707	140.9	3937.86	0.00224407	3.33044
45	6	0.135165	0.740518	1.10951	1.23575	140.753	3936.99	0.00224222	3.23947
46	6	0.140427	0.730173	1.11045	1.23325	140.593	3936.04	0.00224022	3.1485
47	6	0.145782	0.719688	1.11146	1.2296	140.421	3935.01	0.00223806	3.05761
48	6	0.15123	0.709069	1.11254	1.22485	140.237	3933.92	0.00223576	2.96692
49	6	0.156771	0.698324	1.11368	1.21902	140.043	3932.76	0.00223332	2.87654
50	6	0.162402	0.687457	1.11489	1.21214	139.838	3931.54	0.00223074	2.78656
51	6	0.168123	0.676474	1.11616	1.20424	139.623	3930.25	0.00222804	2.69707
52	6	0.173932	0.665381	1.11749	1.19532	139.398	3928.91	0.00222522	2.60818
53	6	0.179828	0.654185	1.11887	1.1854	139.164	3927.5	0.00222228	2.51997
54	6	0.185809	0.64289	1.12031	1.17445	138.921	3926.04	0.00221922	2.43253
55	6	0.191874	0.631502	1.1218	1.16247	138.669	3924.52	0.00221604	2.34594
56	6	0.198022	0.620028	1.12335	1.14944	138.407	3922.95	0.00221275	2.26028
57	6	0.204251	0.608471	1.12496	1.13532	138.137	3921.32	0.00220935	2.17563
58	6	0.210559	0.596839	1.12661	1.12006	137.858	3919.63	0.00220583	2.09207
59	6	0.216945	0.585136	1.12833	1.10362	137.569	3917.89	0.0022022	2.00966
60	6	0.223408	0.573367	1.13009	1.08592	137.272	3916.09	0.00219845	1.92847
61	6	0.229945	0.561538	1.13192	1.06691	136.965	3914.22	0.00219458	1.84856
62	6	0.236555	0.549654	1.13381	1.04648	136.649	3912.3	0.00219059	1.77001
63	6	0.243236	0.537721	1.13575	1.02456	136.323	3910.32	0.00218647	1.69285
64	6	0.249988	0.525743	1.13776	1.00103	135.987	3908.26	0.00218223	1.61716
65	6	0.256807	0.513725	1.13983	0.975792	135.641	3906.15	0.00217785	1.54297
66	6	0.263692	0.501673	1.14197	0.948722	135.284	3903.96	0.00217334	1.47035
67	6	0.270641	0.489592	1.14417	0.919693	134.917	3901.7	0.00216869	1.39932
68	6	0.277653	0.477486	1.14644	0.888568	134.538	3899.37	0.0021639	1.32994
69	6	0.284725	0.46536	1.14879	0.855201	134.148	3896.97	0.00215896	1.26224
70	6	0.291856	0.45322	1.15121	0.81944	133.746	3894.49	0.00215387	1.19626
71	6	0.299044	0.441069	1.1537	0.781123	133.333	3891.92	0.00214862	1.13202
72	6	0.306287	0.428912	1.15628	0.740076	132.908	3889.28	0.00214322	1.06956
73	6	0.313582	0.416755	1.15892	0.696121	132.47	3886.55	0.00213767	1.00891
74	6	0.320927	0.4046	1.16165	0.649062	132.02	3883.74	0.00213195	0.950077
75	6	0.328321	0.392454	1.16446	0.598697	131.558	3880.85	0.00212606	0.893089
76	6	0.33576	0.38032	1.16735	0.544805	131.083	3877.86	0.00212002	0.83796
77	6	0.343243	0.368202	1.17033	0.487149	130.595	3874.79	0.00211381	0.784704
78	6	0.350767	0.356104	1.17338	0.425473	130.095	3871.64	0.00210743	0.73333
79	6	0.358328	0.344032	1.17652	0.359495	129.583	3868.39	0.0021009	0.683845
80	6	0.365935	0.331963	1.17901	0.307942	129.177	3865.81	0.00209571	0.636147
81	6	0.373538	0.319952	1.18033	0.285149	128.962	3864.44	0.00209297	0.590411
82	6	0.3811	0.308045	1.18189	0.255472	128.709	3862.83	0.00208973	0.546765
83	6	0.388642	0.296208	1.18318	0.231697	128.498	3861.48	0.00208704	0.505047
84	6	0.396197	0.284391	1.18497	0.194135	128.208	3859.62	0.00208332	0.465056
85	6	0.403754	0.27261	1.18637	0.165496	127.98	3858.17	0.00208041	0.426839
86	6	0.411334	0.260834	1.18845	0.11779	127.644	3856.01	0.0020761	0.390292
87	6	0.41892	0.249092	1.18985	0.0860678	127.418	3854.55	0.0020732	0.355484
88	6	0.426523	0.237362	1.19189	0.0357199	127.088	3852.43	0.00206898	0.322349
89	6	0.434139	0.225668	1.19443	0	126.678	3849.79	0.00206373	0.290941
90	6	0.441775	0.214035	1.1979	0	126.121	3846.18	0.00205657	0.261302
91	6	0.449442	0.202486	1.20276	0	125.341	3841.11	0.00204655	0.233466
92	6	0.457146	0.191046	1.20849	0	124.425	3835.13	0.00203477	0.207457
93	6	0.464888	0.179729	1.21477	0	123.425	3828.55	0.00202188	0.183263
94	6	0.472667	0.168545	1.22144	0	122.369	3821.57	0.00200824	0.16085
95	6	0.48048	0.157499	1.22838	0	121.275	3814.28	0.0019941	0.140175
96	6	0.488325	0.146596	1.23553	0	120.154	3806.76	0.00197957	0.121186
97	6	0.496198	0.135837	1.24285	0	119.013	3799.04	0.00196475	0.103829
98	6	0.504095	0.125227	1.25032	0	117.856	3791.16	0.00194969	0.0880478
99	6	0.512011	0.114767	1.25791	0	116.685	3783.12	0.00193443	0.0737864
100	6	0.519941	0.10446	1.26563	0	115.505	3774.95	0.001919	0.0609868
101	6	0.527881	0.094308	1.27344	0	114.315	3766.65	0.00190342	0.049591
102	6	0.535825	0.0843136	1.28136	0	113.118	3758.23	0.00188771	0.039541
103	6	0.543766	0.0744793	1.28936	0	111.916	3749.71	0.0018719	0.0307784
104	6	0.551699	0.0648079	1.29745	0	110.711	3741.08	0.001856	0.0232449
105	6	0.559618	0.055302	1.3056	0	109.502	3732.36	0.00184003	0.016882
106	6	0.567515	0.0459647	1.31383	0	108.293	3723.56	0.00182402	0.0116314
107	6	0.575383	0.0367989	1.32211	0	107.084	3714.69	0.00180797	0.00743455
108	6	0.583216	0.027808	1.33043	0	105.877	3705.75	0.0017919	0.0042331
109	6	0.590992	0.01901	1.33881	0	104.673	3696.74	0.00177583	0.00197176
110	6	0.598143	0.0110291	1.34668	0	103.548	3688.26	0.00176079	0.000660691
111	6	0.598925	0.0101668	1.35325	0	102.617	3681.19	0.00174831	0.000561085
112	6	0.600848	0.00806577	1.35784	0	101.969	3676.23	0.00173961	0.000352894
113	6	0.603952	0.00469253	1.36013	0	101.647	3673.76	0.00173529	0.0001194
114	6	0.608278	0	1.36013	0	101.647	3673.76	0.00173529	0

0	7	0.00493714	1.00002	1.14197	0.353599	135.284	3903.96	0.00217334	5.93298
1	7	0.00570609	0.99864	1.14121	0.371866	135.41	3904.73	0.00217493	5.91676
2	7	0.00657764	0.997077	1.14037	0.392236	135.55	3905.59	0.00217671	5.89835
3	7	0.00755184	0.995326	1.13945	0.414589	135.705	3906.54	0.00217866	5.87776
4	7	0.00862874	0.993385	1.13844	0.438796	135.872	3907.56	0.00218078	5.85496
5	7	0.00980842	0.991253	1.13737	0.464719	136.052	3908.66	0.00218305	5.82996
6	7	0.011091	0.988927	1.13624	0.49221	136.242	3909.82	0.00218545	5.80273
7	7	0.0124765	0.986406	1.13504	0.521116	136.442	3911.04	0.00218797	5.77329
8	7	0.013965	0.983689	1.1338	0.551274	136.65	3912.31	0.0021906	5.7416
9	7	0.0155568	0.980772	1.13251	0.58252	136.866	3913.62	0.00219333	5.70768
10	7	0.0172519	0.977654	1.13119	0.614684	137.088	3914.97	0.00219613	5.6715
11	7	0.0190505	0.974332	1.12984	0.647594	137.315	3916.35	0.00219899	5.63307
12	7	0.0209527	0.970805	1.12847	0.681078	137.545	3917.74	0.00220189	5.59238
13	7	0.0229587	0.96707	1.12709	0.714963	137.777	3919.14	0.00220481	5.54943
14	7	0.0250686	0.963124	1.12571	0.749078	138.009	3920.55	0.00220774	5.50421
15	7	0.0272828	0.958966	1.12434	0.783254	138.241	3921.95	0.00221066	5.45673
16	7	0.0296012	0.954593	1.12298	0.817326	138.471	3923.33	0.00221355	5.40699
17	7	0.0320243	0.950004	1.12164	0.851134	138.697	3924.69	0.0022164	5.35501
18	7	0.034552	0.945196	1.12033	0.884525	138.918	3926.02	0.00221918	5.30079
19	7	0.0371846	0.940167	1.11906	0.91735	139.132	3927.31	0.00222188	5.24435
20	7	0.0399223	0.934917	1.11784	0.94947	139.339	3928.55	0.00222448	5.18572
21	7	0.0427652	0.929444	1.11667	0.980755	139.537	3929.74	0.00222697	5.12492
22	7	0.0457136	0.923748	1.11556	1.01108	139.725	3930.86	0.00222933	5.06197
23	7	0.0487674	0.917826	1.11452	1.04034	139.902	3931.92	0.00223154	4.99694
24	7	0.0519268	0.91168	1.11355	1.06842	140.066	3932.9	0.00223361	4.92984
25	7	0.055192	0.905309	1.11266	1.09525	140.217	3933.8	0.0022355	4.86074
26	7	0.0585629	0.898713	1.11186	1.12072	140.353	3934.61	0.00223722	4.7897
27	7	0.0620395	0.891895	1.11114	1.14479	140.475	3935.34	0.00223874	4.71677
28	7	0.0656219	0.884854	1.11052	1.16739	140.581	3935.97	0.00224007	4.64203
29	7	0.0693099	0.877593	1.10999	1.18847	140.671	3936.5	0.0022412	4.56556
30	7	0.0731035	0.870115	1.10956	1.20799	140.744	3936.94	0.00224212	4.48742
31	7	0.0770025	0.862421	1.10923	1.22594	140.8	3937.27	0.00224282	4.40772
32	7	0.0810066	0.854515	1.109	1.24229	140.839	3937.5	0.00224331	4.32655
33	7	0.0851157	0.846401	1.10887	1.25705	140.861	3937.63	0.00224358	4.24401
34	7	0.0893293	0.838083	1.10884	1.27022	140.865	3937.66	0.00224364	4.16018
35	7	0.0936471	0.829564	1.10892	1.28181	140.853	3937.58	0.00224348	4.0752
36	7	0.0980686	0.82085	1.10909	1.29184	140.823	3937.41	0.00224311	3.98915
37	7	0.102593	0.811946	1.10937	1.30034	140.776	3937.13	0.00224252	3.90216
38	7	0.107221	0.802856	1.10973	1.30734	140.714	3936.76	0.00224174	3.81433
39	7	0.11195	0.793586	1.1102	1.3129	140.635	3936.29	0.00224075	3.72578
40	7	0.11678	0.784142	1.11075	1.31704	140.542	3935.73	0.00223958	3.63662
41	7	0.121711	0.774529	1.11139	1.31982	140.433	3935.09	0.00223822	3.54697
42	7	0.126742	0.764753	1.11211	1.32129	140.31	3934.36	0.00223668	3.45694
43	7	0.131871	0.75482	1.11291	1.32149	140.174	3933.54	0.00223497	3.36665
44	7	0.137098	0.744736	1.11379	1.32046	140.025	3932.65	0.00223309	3.2762
45	7	0.142422	0.734507	1.11475	1.31827	139.863	3931.69	0.00223106	3.1857
46	7	0.147841	0.724138	1.11577	1.31494	139.689	3930.65	0.00222887	3.09526
47	7	0.153355	0.713636	1.11686	1.31053	139.504	3929.54	0.00222655	3.00498
48	7	0.158962	0.703007	1.11802	1.30505	139.308	3928.36	0.00222408	2.91497
49	7	0.164661	0.692256	1.11924	1.29854	139.102	3927.13	0.00222149	2.82533
50	7	0.170451	0.681389	1.12052	1.29102	138.885	3925.83	0.00221877	2.73614
51	7	0.17633	0.670412	1.12186	1.2825	138.659	3924.46	0.00221592	2.6475
52	7	0.182298	0.65933	1.12326	1.27299	138.423	3923.05	0.00221295	2.55951
53	7	0.188351	0.648149	1.12471	1.26248	138.178	3921.57	0.00220987	2.47224
54	7	0.19449	0.636875	1.12622	1.25096	137.924	3920.04	0.00220667	2.38578
55	7	0.200712	0.625513	1.12778	1.2384	137.662	3918.45	0.00220336	2.30022
56	7	0.207017	0.614068	1.12939	1.22478	137.39	3916.8	0.00219993	2.21562
57	7	0.213402	0.602546	1.13106	1.21005	137.109	3915.1	0.00219639	2.13206
58	7	0.219865	0.590953	1.13279	1.19416	136.819	3913.34	0.00219274	2.04961
59	7	0.226407	0.579292	1.13457	1.17704	136.52	3911.52	0.00218896	1.96835
60	7	0.233023	0.56757	1.13641	1.15863	136.212	3909.64	0.00218507	1.88832
61	7	0.239714	0.555792	1.13831	1.13885	135.894	3907.7	0.00218105	1.8096
62	7	0.246477	0.543963	1.14027	1.11761	135.567	3905.69	0.00217691	1.73224
63	7	0.253311	0.532087	1.1423	1.0948	135.229	3903.62	0.00217265	1.6563
64	7	0.260214	0.52017	1.14438	1.07032	134.881	3901.49	0.00216824	1.58182
65	7	0.267183	0.508218	1.14654	1.04406	134.523	3899.28	0.00216371	1.50886
66	7	0.274218	0.496233	1.14876	1.0159	134.154	3897	0.00215903	1.43747
67	7	0.281317	0.484222	1.15105	0.985691	133.774	3894.65	0.00215421	1.36767
68	7	0.288477	0.47219	1.15341	0.953308	133.382	3892.23	0.00214925	1.29952
69	7	0.295697	0.46014	1.15584	0.9186	132.979	3889.72	0.00214413	1.23305
70	7	0.302975	0.448078	1.15836	0.881415	132.564	3887.14	0.00213886	1.16829
71	7	0.310308	0.436008	1.16094	0.841588	132.137	3884.47	0.00213343	1.10527
72	7	0.317695	0.423935	1.16361	0.798948	131.698	3881.72	0.00212785	1.04402
73	7	0.325134	0.411863	1.16636	0.753315	131.246	3878.89	0.0021221	0.984556
74	7	0.332622	0.399796	1.16919	0.704496	130.782	3875.97	0.00211619	0.926903
75	7	0.340157	0.387739	1.17209	0.652288	130.306	3872.97	0.00211012	0.871078
76	7	0.347737	0.375696	1.17509	0.596469	129.817	3869.87	0.00210388	0.817096
77	7	0.355358	0.363671	1.17816	0.536805	129.315	3866.69	0.00209748	0.764967
78	7	0.363019	0.351668	1.18132	0.473034	128.801	3863.42	0.00209091	0.7147
79	7	0.37072	0.339677	1.18384	0.423682	128.391	3860.8	0.00208566	0.666237
80	7	0.378406	0.327762	1.18522	0.402873	128.167	3859.36	0.0020828	0.619787
81	7	0.386054	0.315947	1.18684	0.375384	127.905	3857.69	0.00207945	0.575394
82	7	0.39368	0.304206	1.1882	0.353853	127.684	3856.27	0.00207662	0.532925
83	7	0.401324	0.292477	1.19005	0.318888	127.385	3854.34	0.00207278	0.492134
84	7	0.408969	0.28079	1.19153	0.292906	127.147	3852.81	0.00206973	0.453119
85	7	0.416644	0.2691	1.19367	0.248374	126.801	3850.58	0.0020653	0.415716
86	7	0.42432	0.257452	1.19515	0.219829	126.563	3849.04	0.00206224	0.380067
87	7	0.43202	0.245809	1.19726	0.173271	126.223	3846.84	0.00205788	0.346039
88	7	0.439733	0.234194	1.19931	0.126379	125.894	3844.71	0.00205366	0.313699
89	7	0.447449	0.222614	1.20112	0.0837338	125.604	3842.82	0.00204993	0.28305
90	7	0.455177	0.21106	1.20357	0.0212071	125.211	3840.26	0.00204488	0.254056
91	7	0.46291	0.199563	1.20644	0	124.752	3837.27	0.00203897	0.226772
92	7	0.47066	0.188143	1.21062	0	124.085	3832.9	0.00203039	0.201217
93	7	0.478436	0.176827	1.21605	0	123.222	3827.21	0.00201926	0.177415
94	7	0.48624	0.165635	1.22224	0	122.242	3820.72	0.00200661	0.155368
95	7	0.494073	0.15458	1.22891	0	121.191	3813.72	0.00199301	0.13505
96	7	0.501932	0.143669	1.23591	0	120.094	3806.35	0.0019788	0.116417
97	7	0.509813	0.132908	1.24315	0	118.967	3798.73	0.00196415	0.0994171
98	7	0.517713	0.1223	1.25056	0	117.818	3790.9	0.0019492	0.0839952
99	7	0.525627	0.111848	1.25812	0	116.653	3782.9	0.00193401	0.0700931
100	7	0.53355	0.101555	1.26581	0	115.476	3774.75	0.00191862	0.0576517
101	7	0.541476	0.0914234	1.27362	0	114.289	3766.47	0.00190308	0.0466112
102	7	0.549401	0.0814562	1.28152	0	113.094	3758.06	0.0018874	0.0369114
103	7	0.557317	0.071656	1.28951	0	111.894	3749.55	0.00187161	0.028492
104	7	0.565219	0.0620254	1.29759	0	110.69	3740.93	0.00185573	0.0212927
105	7	0.5731	0.0525674	1.30573	0	109.483	3732.23	0.00183979	0.015253
106	7	0.580952	0.043285	1.31394	0	108.276	3723.44	0.00182379	0.0103126
107	7	0.588769	0.0341814	1.32221	0	107.069	3714.57	0.00180776	0.00641125
108	7	0.596529	0.0252748	1.33053	0	105.863	3705.64	0.00179171	0.00349279
109	7	0.603669	0.0171966	1.33863	0	104.698	3696.93	0.00177617	0.00160918
110	7	0.604478	0.0162932	1.34596	0	103.652	3689.05	0.00176217	0.0014437
111	7	0.606414	0.0141545	1.35191	0	102.807	3682.63	0.00175085	0.00108863
112	7	0.60952	0.0107517	1.35602	0	102.225	3678.19	0.00174305	0.000627687
113	7	0.61384	0.00604258	1.35808	0	101.936	3675.98	0.00173916	0.000198188
114	7	0.619392	0	1.35808	0	101.936	3675.98	0.00173916	0

0	8	0.00646094	1.00003	1.14509	0.462736	134.764	3900.76	0.00216676	5.93293
1	8	0.00733871	0.99848	1.14426	0.483154	134.902	3901.61	0.00216851	5.9147
2	8	0.00831993	0.996749	1.14335	0.505562	135.054	3902.55	0.00217043	5.8943
3	8	0.00940466	0.994829	1.14236	0.52983	135.219	3903.56	0.00217251	5.87172
4	8	0.010593	0.992721	1.1413	0.555818	135.395	3904.64	0.00217474	5.84696
5	8	0.0118851	0.990421	1.14018	0.583381	135.581	3905.78	0.0021771	5.82
6	8	0.013281	0.987929	1.13901	0.612363	135.778	3906.99	0.00217958	5.79083
7	8	0.0147809	0.985242	1.13779	0.642604	135.982	3908.24	0.00218217	5.75946
8	8	0.016385	0.982359	1.13652	0.673938	136.194	3909.53	0.00218485	5.72587
9	8	0.0180934	0.979277	1.13522	0.706195	136.412	3910.86	0.00218759	5.69005
10	8	0.0199063	0.975995	1.1339	0.739204	136.634	3912.21	0.0021904	5.652
11	8	0.0218239	0.972509	1.13255	0.772792	136.859	3913.58	0.00219324	5.61172
12	8	0.0238464	0.968819	1.1312	0.806786	137.086	3914.96	0.00219611	5.5692
13	8	0.0259741	0.964921	1.12984	0.841015	137.314	3916.34	0.00219898	5.52444
14	8	0.0282071	0.960814	1.1285	0.87531	137.541	3917.72	0.00220184	5.47745
15	8	0.0305457	0.956495	1.12716	0.909506	137.765	3919.07	0.00220467	5.42822
16	8	0.0329901	0.951963	1.12585	0.943444	137.986	3920.41	0.00220744	5.37678
17	8	0.0355406	0.947215	1.12457	0.976968	138.201	3921.71	0.00221016	5.32312
18	8	0.0381975	0.942251	1.12333	1.00993	138.41	3922.97	0.00221279	5.26727
19	8	0.0409608	0.937069	1.12214	1.0422	138.611	3924.18	0.00221532	5.20925
20	8	0.0438309	0.931667	1.121	1.07363	138.804	3925.34	0.00221774	5.14908
21	8	0.046808	0.926045	1.11992	1.10411	138.986	3926.43	0.00222004	5.0868
22	8	0.0498921	0.920201	1.11891	1.13353	139.157	3927.46	0.00222219	5.02245
23	8	0.0530836	0.914136	1.11798	1.16177	139.316	3928.41	0.00222418	4.95605
24	8	0.0563824	0.90785	1.11712	1.18877	139.461	3929.28	0.00222601	4.88768
25	8	0.0597888	0.901344	1.11634	1.21442	139.592	3930.07	0.00222766	4.81737
26	8	0.0633027	0.894617	1.11566	1.23866	139.709	3930.76	0.00222912	4.7452
27	8	0.0669241	0.887672	1.11506	1.26145	139.809	3931.37	0.00223039	4.67122
28	8	0.0706531	0.88051	1.11456	1.28271	139.894	3931.87	0.00223145	4.59552
29	8	0.0744895	0.873133	1.11416	1.30244	139.963	3932.28	0.00223231	4.51817
30	8	0.0784331	0.865544	1.11385	1.32059	140.014	3932.59	0.00223296	4.43926
31	8	0.0824839	0.857746	1.11365	1.33715	140.049	3932.8	0.00223339	4.35888
32	8	0.0866414	0.849742	1.11355	1.35213	140.066	3932.9	0.00223361	4.27712
33	8	0.0909054	0.841537	1.11355	1.36552	140.067	3932.9	0.00223361	4.19408
34	8	0.0952755	0.833133	1.11364	1.37734	140.05	3932.8	0.00223341	4.10986
35	8	0.0997512	0.824536	1.11384	1.38761	140.017	3932.6	0.00223299	4.02458
36	8	0.104332	0.815751	1.11413	1.39637	139.967	3932.31	0.00223236	3.93833
37	8	0.109017	0.806782	1.11452	1.40364	139.901	3931.91	0.00223154	3.85123
38	8	0.113806	0.797634	1.115	1.40946	139.82	3931.43	0.00223051	3.76339
