i	XD	ThetaCalc	ThetaE	xE	rE	Err
49	1.59185	5.85405	9.77425	1.59185	0.685228	0.669656
50	1.60129	5.73018	9.70365	1.60129	0.683082	0.693427
51	1.61014	5.61604	9.6402	1.61014	0.68107	0.716548
52	1.61894	5.50206	9.57721	1.61894	0.67907	0.740658
53	1.62745	5.39263	9.51769	1.62745	0.677137	0.764944
54	1.63594	5.28283	9.45825	1.63594	0.675208	0.790376
55	1.64425	5.17581	9.40101	1.64425	0.673323	0.816336
56	1.65254	5.06855	9.34394	1.65254	0.671443	0.843513
57	1.66069	4.96312	9.2884	1.66069	0.669594	0.871483
58	1.66881	4.85758	9.23309	1.66881	0.667752	0.900759
59	1.67684	4.75327	9.17892	1.67684	0.665932	0.931072
60	1.68484	4.64888	9.12498	1.68484	0.664119	0.962832
61	1.69475	4.51931	9.05859	1.69475	0.661874	1.00442
62	1.70303	4.41052	9.00317	1.70303	0.66	1.04129
63	1.71119	4.30346	8.94919	1.71119	0.658154	1.07953
64	1.71934	4.19594	8.89523	1.71934	0.656309	1.11996
65	1.72739	4.08959	8.84234	1.72739	0.654486	1.16216
66	1.73543	3.98296	8.78959	1.73543	0.652667	1.2068
67	1.7434	3.87712	8.73765	1.7434	0.650865	1.25365
68	1.75135	3.77117	8.68594	1.75135	0.649068	1.30325
69	1.75924	3.66573	8.63487	1.75924	0.647283	1.35557
70	1.76711	3.56028	8.5841	1.76711	0.645505	1.41108
71	1.77492	3.45516	8.53383	1.77492	0.643737	1.46988
72	1.78272	3.35003	8.48387	1.78272	0.641976	1.53248
73	1.79047	3.24517	8.43437	1.79047	0.640224	1.59906
74	1.7982	3.14025	8.38514	1.7982	0.638477	1.67021
75	1.80589	3.03555	8.33633	1.80589	0.636739	1.74624
76	1.81356	2.93074	8.28777	1.81356	0.635005	1.82787
77	1.8212	2.8261	8.2396	1.8212	0.633279	1.91554
78	1.82881	2.7213	8.19164	1.82881	0.631557	2.0102
79	1.83641	2.61653	8.14398	1.83641	0.629842	2.11251
80	1.84504	2.49688	8.08989	1.84504	0.627891	2.24
81	1.85297	2.38639	8.04021	1.85297	0.626098	2.3692
82	1.86082	2.27706	7.99153	1.86082	0.624323	2.50959
83	1.86868	2.16704	7.94277	1.86868	0.622547	2.66527
84	1.87647	2.05773	7.89473	1.87647	0.620784	2.83662
85	1.88427	1.9479	7.84673	1.88427	0.619021	3.02829
86	1.89202	1.83856	7.79932	1.89202	0.617269	3.24209
87	1.89976	1.72878	7.75199	1.89976	0.615517	3.48408
88	1.90746	1.6193	7.70513	1.90746	0.613774	3.75831
89	1.91516	1.50946	7.65838	1.91516	0.612033	4.07358
90	1.92282	1.3998	7.61204	1.92282	0.610298	4.43797
91	1.93047	1.28994	7.56593	1.93047	0.608567	4.86535
92	1.9381	1.18002	7.52009	1.9381	0.606839	5.37287
93	1.94571	1.06993	7.47447	1.94571	0.605115	5.98592
94	1.9533	0.959816	7.42914	1.9533	0.603396	6.74017
95	1.96088	0.849448	7.384	1.96088	0.601678	7.6927
96	1.96844	0.739008	7.33912	1.96844	0.599965	8.93104
97	1.97599	0.628338	7.29443	1.97599	0.598254	10.6091
98	1.98352	0.517533	7.24998	1.98352	0.596546	13.0087
99	1.99103	0.406523	7.20574	1.99103	0.59484	16.7253
100	1.99854	0.295323	7.16172	1.99854	0.593137	23.2505
101	2.00603	0.183854	7.11785	2.00603	0.591436	37.7147
102	2.01351	0.0721202	7.07416	2.01351	0.589737	97.0884
103	2.02499	-0.100302	7.00723	2.02499	0.587127	70.8617
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.311363	16.8697	16.8959	0.311363	1.03704	0.00155299
2	0.354066	16.5714	16.6406	0.354066	1.02238	0.00417698
3	0.401018	16.2304	16.3419	0.401018	1.00655	0.00686777
4	0.452055	15.8504	16.0088	0.452055	0.989672	0.00999068
5	0.506988	15.4343	15.649	0.506988	0.971875	0.0139077
6	0.565631	14.9839	15.2676	0.565631	0.953278	0.018934
7	0.627826	14.4989	14.8664	0.627826	0.933989	0.0253491
8	0.693348	13.9804	14.4493	0.693348	0.914125	0.0335389
9	0.756778	13.554	14.1995	0.756778	0.89536	0.0476244
10	0.820786	13.1231	13.964	0.820786	0.876917	0.0640755
11	0.867127	12.7914	13.7712	0.867127	0.863864	0.0765997
12	0.913537	12.4585	13.5868	0.913537	0.851037	0.0905614
13	0.960198	12.1164	13.3992	0.960198	0.838383	0.105872
14	1.00708	11.7631	13.2058	1.00708	0.825908	0.122644
15	1.04495	11.4666	13.04	1.04495	0.815998	0.137217
16	1.08301	11.1609	12.8688	1.08301	0.806184	0.153032
17	1.12095	10.8492	12.6952	1.12095	0.79654	0.17015
18	1.15881	10.5289	12.5158	1.15881	0.787052	0.18871
19	1.19652	10.1991	12.3293	1.19652	0.777726	0.20887
20	1.23414	9.85625	12.132	1.23414	0.76854	0.230893
21	1.26684	9.55118	11.9573	1.26684	0.760645	0.251921
22	1.29892	9.24062	11.7771	1.29892	0.752974	0.274495
23	1.3282	8.94681	11.6045	1.3282	0.746034	0.297059
24	1.35487	8.67259	11.4437	1.35487	0.739756	0.319521
25	1.38035	8.40225	11.2837	1.38035	0.733797	0.342939
26	1.40216	8.16209	11.1394	1.40216	0.728723	0.364778
27	1.41949	7.96847	11.0238	1.41949	0.724703	0.383431
28	1.43021	7.84129	10.9444	1.43021	0.722225	0.395742
29	1.45261	7.58481	10.7923	1.45261	0.717058	0.422884
30	1.45443	7.55563	10.7704	1.45443	0.716638	0.425475
31	1.45723	7.51462	10.7412	1.45723	0.715992	0.429374
32	1.46054	7.47027	10.7116	1.46054	0.715231	0.433896
33	1.46489	7.41266	10.6736	1.46489	0.714229	0.43992
34	1.46981	7.35018	10.634	1.46981	0.713097	0.446767
35	1.47711	7.26202	10.5808	1.47711	0.711416	0.45701
36	1.48374	7.18008	10.5307	1.48374	0.709893	0.466653
37	1.49054	7.09861	10.4826	1.49054	0.708329	0.47671
38	1.49824	7.00392	10.4257	1.49824	0.706562	0.488556
39	1.5061	6.90838	10.3695	1.5061	0.704758	0.500998
40	1.514	6.8135	10.3147	1.514	0.702946	0.513858
41	1.52193	6.71843	10.2603	1.52193	0.701131	0.527183
42	1.52967	6.62596	10.208	1.52967	0.69936	0.540607
43	1.53743	6.53215	10.1548	1.53743	0.697586	0.554591
44	1.54491	6.44288	10.1052	1.54491	0.695878	0.568431
45	1.5524	6.3528	10.0552	1.5524	0.694169	0.5828
46	1.56514	6.19835	9.96984	1.56514	0.691263	0.608467
47	1.57329	6.0973	9.91335	1.57329	0.689409	0.625859
48	1.58189	5.98766	9.85115	1.58189	0.687452	0.645242
49	1.59181	5.85498	9.77361	1.59181	0.685193	0.669282
50	1.60125	5.73112	9.703	1.60125	0.683047	0.693039
51	1.6101	5.61698	9.63956	1.6101	0.681035	0.716146
52	1.6189	5.50301	9.57657	1.6189	0.679035	0.740242
53	1.62741	5.39358	9.51705	1.62741	0.677102	0.764513
54	1.6359	5.28379	9.45761	1.6359	0.675173	0.78993
55	1.64421	5.17677	9.40037	1.64421	0.673287	0.815874
56	1.65249	5.06952	9.3433	1.65249	0.671407	0.843033
57	1.66065	4.9641	9.28776	1.66065	0.669558	0.870986
58	1.66877	4.85856	9.23245	1.66877	0.667716	0.900243
59	1.6768	4.75427	9.17828	1.6768	0.665896	0.930536
60	1.6848	4.64988	9.12435	1.6848	0.664083	0.962275
61	1.69471	4.52032	9.05795	1.69471	0.661838	1.00383
62	1.70299	4.41154	9.00254	1.70299	0.659963	1.04068
63	1.71114	4.30448	8.94856	1.71114	0.658117	1.07889
64	1.71929	4.19696	8.8946	1.71929	0.656273	1.11929
65	1.72735	4.09062	8.84172	1.72735	0.65445	1.16146
66	1.73539	3.984	8.78896	1.73539	0.652631	1.20606
67	1.74336	3.87816	8.73702	1.74336	0.650828	1.25287
68	1.7513	3.77222	8.68531	1.7513	0.64903	1.30244
69	1.7592	3.66679	8.63425	1.7592	0.647246	1.35472
70	1.76706	3.56134	8.58347	1.76706	0.645468	1.41018
71	1.77488	3.45623	8.53321	1.77488	0.6437	1.46893
72	1.78267	3.35111	8.48325	1.78267	0.641938	1.53147
73	1.79042	3.24625	8.43374	1.79042	0.640186	1.59799
74	1.79815	3.14135	8.38452	1.79815	0.638439	1.66908
75	1.80584	3.03665	8.33571	1.80584	0.636701	1.74504
76	1.81351	2.93185	8.28715	1.81351	0.634967	1.82659
77	1.82115	2.82721	8.23898	1.82115	0.633241	1.91417
78	1.82877	2.72242	8.19102	1.82877	0.631519	2.00873
79	1.83636	2.61766	8.14336	1.83636	0.629803	2.11093
80	1.84499	2.49802	8.08927	1.84499	0.627852	2.23827
81	1.85292	2.38753	8.0396	1.85292	0.626059	2.36732
82	1.86077	2.27821	7.99092	1.86077	0.624284	2.50754
83	1.86863	2.1682	7.94216	1.86863	0.622508	2.66302
84	1.87642	2.05891	7.89412	1.87642	0.620745	2.83413
85	1.88422	1.94909	7.84612	1.88422	0.618982	3.02554
86	1.89197	1.83975	7.79871	1.89197	0.61723	3.23901
87	1.89971	1.72998	7.75138	1.89971	0.615478	3.48062
88	1.90741	1.6205	7.70452	1.90741	0.613735	3.75439
89	1.91511	1.51068	7.65777	1.91511	0.611993	4.0691
90	1.92277	1.40102	7.61143	1.92277	0.610258	4.43279
91	1.93042	1.29117	7.56532	1.93042	0.608527	4.85928
92	1.93805	1.18126	7.51948	1.93805	0.606799	5.36567
93	1.94566	1.07118	7.47387	1.94566	0.605075	5.97721
94	1.95325	0.961072	7.42854	1.95325	0.603355	6.72942
95	1.96083	0.850713	7.38339	1.96083	0.601638	7.67907
96	1.96839	0.740282	7.33852	1.96839	0.599924	8.91314
97	1.97593	0.629621	7.29383	1.97593	0.598213	10.5845
98	1.98346	0.518825	7.24938	1.98346	0.596505	12.9727
99	1.99098	0.407823	7.20514	1.99098	0.5948	16.6673
100	1.99848	0.296632	7.16112	1.99848	0.593096	23.1414
101	2.00597	0.185173	7.11726	2.00597	0.591395	37.4358
102	2.01346	0.0734482	7.07356	2.01346	0.589696	95.3068
103	2.02494	-0.0989592	7.00664	2.02494	0.587086	71.8033
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.311361	16.8698	16.8957	0.311361	1.03704	0.0015334
2	0.354065	16.5715	16.6404	0.354065	1.02238	0.00415702
3	0.401016	16.2306	16.3417	0.401016	1.00655	0.00684734
4	0.452052	15.8505	16.0085	0.452052	0.989669	0.0099697
5	0.506985	15.4345	15.6488	0.506985	0.971872	0.0138861
6	0.565628	14.984	15.2674	0.565628	0.953275	0.0189116
7	0.627823	14.499	14.8662	0.627823	0.933985	0.0253258
8	0.693344	13.9805	14.4491	0.693344	0.914121	0.0335145
9	0.756774	13.5541	14.1993	0.756774	0.895356	0.047599
10	0.820781	13.1232	13.9638	0.820781	0.876912	0.0640489
11	0.867122	12.7915	13.771	0.867122	0.863859	0.0765722
12	0.913532	12.4587	13.5866	0.913532	0.851032	0.0905329
13	0.960193	12.1166	13.399	0.960193	0.838377	0.105843
14	1.00707	11.7633	13.2056	1.00707	0.825902	0.122613
15	1.04494	11.4667	13.0398	1.04494	0.815992	0.137185
16	1.08301	11.161	12.8687	1.08301	0.806178	0.152998
17	1.12095	10.8493	12.695	1.12095	0.796534	0.170116
18	1.1588	10.5291	12.5157	1.1588	0.787045	0.188674
19	1.19651	10.1992	12.3292	1.19651	0.777719	0.208832
20	1.23413	9.85643	12.1318	1.23413	0.768533	0.230853
21	1.26683	9.55137	11.9572	1.26683	0.760638	0.251879
22	1.29891	9.24081	11.777	1.29891	0.752967	0.274451
23	1.32819	8.94701	11.6044	1.32819	0.746027	0.297012
24	1.35486	8.67279	11.4435	1.35486	0.739749	0.319472
25	1.38034	8.40244	11.2835	1.38034	0.73379	0.342887
26	1.40215	8.16229	11.1393	1.40215	0.728715	0.364724
27	1.41949	7.96868	11.0237	1.41949	0.724695	0.383375
28	1.4302	7.84149	10.9442	1.4302	0.722217	0.395684
29	1.4526	7.58501	10.7921	1.4526	0.71705	0.422823
30	1.45442	7.55583	10.7702	1.45442	0.71663	0.425414
31	1.45723	7.51483	10.741	1.45723	0.715984	0.429313
32	1.46053	7.47048	10.7114	1.46053	0.715223	0.433833
33	1.46488	7.41287	10.6735	1.46488	0.714221	0.439857
34	1.4698	7.35039	10.6338	1.4698	0.713089	0.446703
35	1.4771	7.26224	10.5807	1.4771	0.711408	0.456944
36	1.48373	7.1803	10.5305	1.48373	0.709884	0.466586
37	1.49053	7.09883	10.4824	1.49053	0.708321	0.476642
38	1.49823	7.00413	10.4256	1.49823	0.706554	0.488487
39	1.50609	6.90859	10.3693	1.50609	0.70475	0.500927
40	1.514	6.81372	10.3145	1.514	0.702938	0.513786
41	1.52192	6.71865	10.2601	1.52192	0.701123	0.527109
42	1.52966	6.62619	10.2078	1.52966	0.699351	0.540531
43	1.53742	6.53237	10.1547	1.53742	0.697577	0.554513
44	1.5449	6.44311	10.1051	1.5449	0.69587	0.568351
45	1.55239	6.35303	10.0551	1.55239	0.69416	0.582718
46	1.56514	6.19857	9.96967	1.56514	0.691255	0.608382
47	1.57328	6.09752	9.91319	1.57328	0.689401	0.625772
48	1.58188	5.98789	9.85099	1.58188	0.687443	0.645152
49	1.5918	5.85521	9.77345	1.5918	0.685184	0.669189
50	1.60124	5.73135	9.70284	1.60124	0.683038	0.692942
51	1.61009	5.61721	9.63939	1.61009	0.681026	0.716046
52	1.61889	5.50325	9.57641	1.61889	0.679026	0.740138
53	1.6274	5.39382	9.51689	1.6274	0.677093	0.764406
54	1.63589	5.28403	9.45745	1.63589	0.675164	0.789818
55	1.6442	5.17702	9.40021	1.6442	0.673278	0.815759
56	1.65248	5.06976	9.34314	1.65248	0.671398	0.842914
57	1.66064	4.96435	9.28761	1.66064	0.669549	0.870862
58	1.66876	4.85881	9.23229	1.66876	0.667707	0.900114
59	1.67679	4.75451	9.17812	1.67679	0.665887	0.930402
60	1.68479	4.65013	9.12419	1.68479	0.664074	0.962136
61	1.6947	4.52057	9.05779	1.6947	0.661829	1.00369
62	1.70298	4.41179	9.00238	1.70298	0.659954	1.04053
63	1.71113	4.30473	8.9484	1.71113	0.658108	1.07874
64	1.71928	4.19722	8.89444	1.71928	0.656264	1.11913
65	1.72734	4.09088	8.84156	1.72734	0.65444	1.16129
66	1.73538	3.98426	8.7888	1.73538	0.652621	1.20588
67	1.74335	3.87843	8.73686	1.74335	0.650818	1.25268
68	1.75129	3.77248	8.68516	1.75129	0.649021	1.30224
69	1.75918	3.66705	8.63409	1.75918	0.647236	1.3545
70	1.76705	3.56161	8.58332	1.76705	0.645458	1.40995
71	1.77487	3.4565	8.53305	1.77487	0.64369	1.4687
72	1.78266	3.35138	8.48309	1.78266	0.641929	1.53122
73	1.79041	3.24653	8.43359	1.79041	0.640176	1.59773
74	1.79814	3.14162	8.38436	1.79814	0.63843	1.6688
75	1.80583	3.03693	8.33556	1.80583	0.636691	1.74474
76	1.8135	2.93213	8.28699	1.8135	0.634958	1.82627
77	1.82114	2.82749	8.23883	1.82114	0.633232	1.91383
78	1.82876	2.7227	8.19087	1.82876	0.631509	2.00836
79	1.83635	2.61794	8.14321	1.83635	0.629794	2.11054
80	1.84498	2.49831	8.08912	1.84498	0.627842	2.23784
81	1.85291	2.38782	8.03944	1.85291	0.626049	2.36685
82	1.86076	2.2785	7.99076	1.86076	0.624275	2.50702
83	1.86862	2.16849	7.942	1.86862	0.622498	2.66245
84	1.87641	2.0592	7.89397	1.87641	0.620735	2.83351
85	1.88421	1.94938	7.84596	1.88421	0.618972	3.02485
86	1.89195	1.84004	7.79856	1.89195	0.61722	3.23824
87	1.8997	1.73028	7.75122	1.8997	0.615468	3.47976
88	1.9074	1.62081	7.70436	1.9074	0.613725	3.75341
89	1.9151	1.51098	7.65762	1.9151	0.611983	4.06798
90	1.92276	1.40132	7.61128	1.92276	0.610248	4.43149
91	1.93041	1.29148	7.56517	1.93041	0.608517	4.85777
92	1.93804	1.18157	7.51933	1.93804	0.606789	5.36387
93	1.94565	1.07149	7.47372	1.94565	0.605065	5.97504
94	1.95324	0.961387	7.42839	1.95324	0.603345	6.72674
95	1.96082	0.851029	7.38324	1.96082	0.601628	7.67566
96	1.96837	0.740601	7.33837	1.96837	0.599914	8.90867
97	1.97592	0.629942	7.29368	1.97592	0.598203	10.5783
98	1.98345	0.519148	7.24923	1.98345	0.596495	12.9637
99	1.99097	0.408148	7.20499	1.99097	0.594789	16.6529
100	1.99847	0.29696	7.16097	1.99847	0.593086	23.1143
101	2.00596	0.185502	7.11711	2.00596	0.591385	37.3666
102	2.01344	0.0737802	7.07341	2.01344	0.589685	94.8714
103	2.02492	-0.0986236	7.00649	2.02492	0.587076	72.0427
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.311361	16.8699	16.8956	0.311361	1.03704	0.00152361
2	0.354064	16.5716	16.6403	0.354064	1.02238	0.00414703
3	0.401015	16.2306	16.3416	0.401015	1.00655	0.00683713
4	0.452051	15.8506	16.0084	0.452051	0.989668	0.00995921
5	0.506984	15.4345	15.6487	0.506984	0.97187	0.0138753
6	0.565627	14.9841	15.2673	0.565627	0.953273	0.0189004
7	0.627822	14.4991	14.8661	0.627822	0.933983	0.0253142
8	0.693342	13.9806	14.449	0.693342	0.914119	0.0335023
9	0.756772	13.5542	14.1992	0.756772	0.895353	0.0475863
10	0.820779	13.1233	13.9637	0.820779	0.876909	0.0640357
11	0.86712	12.7916	13.7709	0.86712	0.863857	0.0765584
12	0.91353	12.4588	13.5865	0.91353	0.851029	0.0905186
13	0.960191	12.1167	13.3989	0.960191	0.838375	0.105828
14	1.00707	11.7634	13.2055	1.00707	0.825899	0.122597
15	1.04494	11.4668	13.0397	1.04494	0.815989	0.137169
16	1.083	11.1611	12.8686	1.083	0.806175	0.152981
17	1.12094	10.8494	12.6949	1.12094	0.796531	0.170098
18	1.1588	10.5292	12.5156	1.1588	0.787042	0.188656
19	1.19651	10.1993	12.3291	1.19651	0.777716	0.208813
20	1.23413	9.85653	12.1317	1.23413	0.768529	0.230833
21	1.26683	9.55146	11.9571	1.26683	0.760635	0.251858
22	1.29891	9.2409	11.7769	1.29891	0.752963	0.274429
23	1.32818	8.9471	11.6043	1.32818	0.746023	0.296989
24	1.35486	8.67288	11.4434	1.35486	0.739745	0.319447
25	1.38034	8.40254	11.2835	1.38034	0.733786	0.342861
26	1.40215	8.16239	11.1392	1.40215	0.728711	0.364697
27	1.41948	7.96878	11.0236	1.41948	0.724692	0.383347
28	1.4302	7.8416	10.9442	1.4302	0.722214	0.395655
29	1.4526	7.58512	10.7921	1.4526	0.717046	0.422793
30	1.45442	7.55594	10.7701	1.45442	0.716626	0.425383
31	1.45722	7.51494	10.741	1.45722	0.71598	0.429282
32	1.46053	7.47059	10.7113	1.46053	0.715219	0.433802
33	1.46488	7.41298	10.6734	1.46488	0.714217	0.439825
34	1.46979	7.3505	10.6337	1.46979	0.713085	0.446671
35	1.4771	7.26234	10.5806	1.4771	0.711403	0.456912
36	1.48372	7.1804	10.5304	1.48372	0.70988	0.466553
37	1.49053	7.09894	10.4823	1.49053	0.708317	0.476608
38	1.49822	7.00424	10.4255	1.49822	0.70655	0.488452
39	1.50609	6.9087	10.3692	1.50609	0.704746	0.500892
40	1.51399	6.81383	10.3144	1.51399	0.702934	0.51375
41	1.52192	6.71876	10.26	1.52192	0.701118	0.527071
42	1.52966	6.6263	10.2078	1.52966	0.699347	0.540493
43	1.53742	6.53248	10.1546	1.53742	0.697573	0.554474
44	1.54489	6.44322	10.105	1.54489	0.695866	0.568312
45	1.55238	6.35314	10.055	1.55238	0.694156	0.582678
46	1.56513	6.19869	9.96959	1.56513	0.69125	0.608339
47	1.57327	6.09764	9.9131	1.57327	0.689396	0.625728
48	1.58187	5.98801	9.85091	1.58187	0.687439	0.645107
49	1.5918	5.85532	9.77336	1.5918	0.68518	0.669142
50	1.60123	5.73147	9.70276	1.60123	0.683034	0.692894
51	1.61008	5.61733	9.63931	1.61008	0.681022	0.715996
52	1.61888	5.50336	9.57633	1.61888	0.679022	0.740087
53	1.62739	5.39394	9.51681	1.62739	0.677088	0.764352
54	1.63589	5.28415	9.45737	1.63589	0.675159	0.789763
55	1.64419	5.17714	9.40013	1.64419	0.673274	0.815701
56	1.65248	5.06989	9.34306	1.65248	0.671394	0.842854
57	1.66063	4.96447	9.28753	1.66063	0.669545	0.8708
58	1.66876	4.85893	9.23222	1.66876	0.667702	0.90005
59	1.67678	4.75464	9.17804	1.67678	0.665883	0.930335
60	1.68478	4.65026	9.12411	1.68478	0.664069	0.962066
61	1.69469	4.52069	9.05772	1.69469	0.661824	1.00361
62	1.70297	4.41192	9.0023	1.70297	0.65995	1.04045
63	1.71113	4.30486	8.94832	1.71113	0.658103	1.07866
64	1.71928	4.19735	8.89436	1.71928	0.656259	1.11904
65	1.72733	4.09101	8.84148	1.72733	0.654436	1.1612
66	1.73537	3.98439	8.78872	1.73537	0.652617	1.20579
67	1.74334	3.87856	8.73678	1.74334	0.650814	1.25259
68	1.75129	3.77261	8.68508	1.75129	0.649016	1.30214
69	1.75918	3.66719	8.63401	1.75918	0.647232	1.3544
70	1.76704	3.56174	8.58324	1.76704	0.645454	1.40984
71	1.77486	3.45664	8.53298	1.77486	0.643686	1.46858
72	1.78265	3.35152	8.48302	1.78265	0.641924	1.5311
73	1.79041	3.24666	8.43351	1.79041	0.640172	1.59759
74	1.79813	3.14176	8.38428	1.79813	0.638425	1.66866
75	1.80582	3.03706	8.33548	1.80582	0.636686	1.74459
76	1.81349	2.93227	8.28692	1.81349	0.634953	1.82611
77	1.82113	2.82763	8.23875	1.82113	0.633227	1.91366
78	1.82875	2.72285	8.19079	1.82875	0.631505	2.00817
79	1.83634	2.61808	8.14313	1.83634	0.629789	2.11034
80	1.84497	2.49845	8.08904	1.84497	0.627838	2.23763
81	1.8529	2.38797	8.03937	1.8529	0.626044	2.36662
82	1.86075	2.27865	7.99069	1.86075	0.62427	2.50677
83	1.86861	2.16864	7.94193	1.86861	0.622493	2.66217
84	1.8764	2.05935	7.89389	1.8764	0.620731	2.8332
85	1.8842	1.94953	7.84589	1.8842	0.618967	3.0245
86	1.89195	1.84019	7.79848	1.89195	0.617215	3.23786
87	1.89969	1.73043	7.75115	1.89969	0.615463	3.47933
88	1.90739	1.62096	7.70429	1.90739	0.61372	3.75293
89	1.91509	1.51113	7.65755	1.91509	0.611978	4.06742
90	1.92275	1.40148	7.61121	1.92275	0.610243	4.43085
91	1.9304	1.29163	7.56509	1.9304	0.608512	4.85701
92	1.93803	1.18172	7.51926	1.93803	0.606784	5.36297
93	1.94564	1.07165	7.47364	1.94564	0.60506	5.97395
94	1.95323	0.961544	7.42831	1.95323	0.60334	6.7254
95	1.96081	0.851188	7.38317	1.96081	0.601623	7.67396
96	1.96837	0.74076	7.3383	1.96837	0.599909	8.90644
97	1.97591	0.630102	7.29361	1.97591	0.598198	10.5753
98	1.98344	0.51931	7.24915	1.98344	0.59649	12.9592
99	1.99096	0.408311	7.20492	1.99096	0.594784	16.6457
100	1.99846	0.297123	7.16089	1.99846	0.593081	23.1007
101	2.00595	0.185667	7.11703	2.00595	0.59138	37.3322
102	2.01343	0.0739462	7.07334	2.01343	0.58968	94.6552
103	2.02492	-0.0984559	7.00641	2.02492	0.587071	72.163
i	XD	ThetaCalc	ThetaE	xE	rE	Err
1	0.31136	16.8699	16.8955	0.31136	1.03704	0.00151871
2	0.354064	16.5716	16.6402	0.354064	1.02238	0.00414204
3	0.401014	16.2306	16.3415	0.401014	1.00654	0.00683202
4	0.452051	15.8506	16.0084	0.452051	0.989667	0.00995397
5	0.506983	15.4345	15.6486	0.506983	0.971869	0.0138699
6	0.565626	14.9841	15.2672	0.565626	0.953272	0.0188948
7	0.627821	14.4991	14.8661	0.627821	0.933982	0.0253083
8	0.693342	13.9806	14.4489	0.693342	0.914118	0.0334962
9	0.756771	13.5543	14.1992	0.756771	0.895352	0.0475799
10	0.820778	13.1234	13.9636	0.820778	0.876908	0.064029
11	0.867119	12.7917	13.7709	0.867119	0.863856	0.0765516
12	0.913528	12.4588	13.5865	0.913528	0.851028	0.0905115
13	0.960189	12.1167	13.3989	0.960189	0.838373	0.10582
14	1.00707	11.7634	13.2055	1.00707	0.825898	0.12259
15	1.04494	11.4669	13.0397	1.04494	0.815988	0.137161
16	1.083	11.1612	12.8685	1.083	0.806173	0.152973
17	1.12094	10.8495	12.6948	1.12094	0.796529	0.17009
18	1.1588	10.5292	12.5155	1.1588	0.78704	0.188647
19	1.19651	10.1994	12.329	1.19651	0.777714	0.208804
20	1.23413	9.85657	12.1317	1.23413	0.768528	0.230822
21	1.26682	9.55151	11.957	1.26682	0.760633	0.251847
22	1.29891	9.24095	11.7768	1.29891	0.752961	0.274418
23	1.32818	8.94715	11.6042	1.32818	0.746021	0.296977
24	1.35486	8.67293	11.4434	1.35486	0.739743	0.319435
25	1.38034	8.40259	11.2834	1.38034	0.733784	0.342849
26	1.40214	8.16244	11.1392	1.40214	0.728709	0.364684
27	1.41948	7.96883	11.0235	1.41948	0.72469	0.383333
28	1.43019	7.84165	10.9441	1.43019	0.722212	0.395641
29	1.45259	7.58517	10.792	1.45259	0.717044	0.422778
30	1.45442	7.55599	10.7701	1.45442	0.716624	0.425368
31	1.45722	7.51499	10.7409	1.45722	0.715978	0.429266
32	1.46052	7.47064	10.7113	1.46052	0.715217	0.433787
33	1.46487	7.41303	10.6734	1.46487	0.714215	0.43981
34	1.46979	7.35055	10.6337	1.46979	0.713083	0.446655
35	1.4771	7.26239	10.5806	1.4771	0.711401	0.456895
36	1.48372	7.18046	10.5304	1.48372	0.709878	0.466536
37	1.49052	7.09899	10.4823	1.49052	0.708315	0.476591
38	1.49822	7.00429	10.4254	1.49822	0.706548	0.488435
39	1.50608	6.90876	10.3692	1.50608	0.704744	0.500874
40	1.51399	6.81389	10.3144	1.51399	0.702932	0.513732
41	1.52191	6.71882	10.26	1.52191	0.701116	0.527053
42	1.52966	6.62635	10.2077	1.52966	0.699345	0.540474
43	1.53742	6.53254	10.1545	1.53742	0.697571	0.554455
44	1.54489	6.44327	10.1049	1.54489	0.695863	0.568292
45	1.55238	6.3532	10.0549	1.55238	0.694154	0.582657
46	1.56513	6.19874	9.96955	1.56513	0.691248	0.608318
47	1.57327	6.0977	9.91306	1.57327	0.689394	0.625707
48	1.58187	5.98806	9.85087	1.58187	0.687437	0.645084
49	1.5918	5.85538	9.77332	1.5918	0.685178	0.669119
50	1.60123	5.73152	9.70272	1.60123	0.683032	0.69287
51	1.61008	5.61739	9.63927	1.61008	0.68102	0.715971
52	1.61888	5.50342	9.57629	1.61888	0.67902	0.740061
53	1.62739	5.394	9.51677	1.62739	0.677086	0.764325
54	1.63589	5.28421	9.45733	1.63589	0.675157	0.789735
55	1.64419	5.1772	9.40009	1.64419	0.673272	0.815672
56	1.65248	5.06995	9.34302	1.65248	0.671392	0.842824
57	1.66063	4.96453	9.28749	1.66063	0.669542	0.870769
58	1.66875	4.859	9.23218	1.66875	0.6677	0.900017
59	1.67678	4.7547	9.178	1.67678	0.66588	0.930301
60	1.68478	4.65032	9.12407	1.68478	0.664067	0.962031
61	1.69469	4.52076	9.05768	1.69469	0.661822	1.00358
62	1.70297	4.41198	9.00226	1.70297	0.659947	1.04041
63	1.71113	4.30492	8.94828	1.71113	0.658101	1.07862
